freq,unit,sex,age,icd10,resid,geo,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
A,NR,T,TOTAL,U072,TOT_RESID,HU,: ,: ,: ,: ,175 ,227 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,IE,: ,: ,: ,: ,57 ,11 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,IS,: ,: ,: ,: ,1 ,0 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,IT,: ,: ,: ,: ,4744 ,401 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,LI,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,LT,: ,: ,: ,: ,4 ,16 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,LU,: ,: ,: ,: ,21 ,13 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,LV,: ,: ,: ,: ,3 ,9 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,MT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,NL,: ,: ,: ,: ,2682 ,300 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,NO,: ,: ,: ,: ,1 ,0 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,PL,: ,: ,: ,: ,1427 ,1424 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,PT,: ,: ,: ,: ,117 ,28 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,RO,: ,: ,: ,: ,235 ,36 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,RS,: ,: ,: ,: ,1490 ,1281 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,SE,: ,: ,: ,: ,431 ,36 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,SI,: ,: ,: ,: ,0 ,153 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,SK,: ,: ,: ,: ,0 ,73 ,: ,: 
A,NR,T,TOTAL,U072,TOT_RESID,TR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,AT,: ,: ,: ,: ,0 ,7 ,4 ,0 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,BE,: ,: ,: ,: ,2 ,40 ,14 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,BG,: ,: ,: ,: ,0 ,0 ,7 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,CH,: ,: ,: ,: ,0 ,19 ,6 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,CY,: ,: ,: ,: ,0 ,2 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,CZ,: ,: ,: ,: ,0 ,419 ,96 ,13 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,DE,: ,: ,: ,: ,0 ,1062 ,634 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,DK,: ,: ,: ,: ,0 ,2 ,4 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,EE,: ,: ,: ,: ,0 ,2 ,1 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,EL,: ,: ,: ,: ,0 ,4 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,ES,: ,: ,: ,: ,0 ,62 ,26 ,6 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,EU27_2020,: ,: ,: ,: ,11 ,4424 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,FI,: ,: ,: ,: ,0 ,8 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,FR,: ,: ,: ,: ,0 ,45 ,17 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,FX,: ,: ,: ,: ,0 ,45 ,17 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,HR,: ,: ,: ,: ,0 ,3 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,HU,: ,: ,: ,: ,2 ,17 ,298 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,IE,: ,: ,: ,: ,0 ,2 ,1 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,IS,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,IT,: ,: ,: ,: ,7 ,44 ,21 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,LI,: ,: ,: ,: ,0 ,0 ,0 ,0 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,LT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,LU,: ,: ,: ,: ,0 ,1 ,2 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,LV,: ,: ,: ,: ,0 ,4 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,MT,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,NL,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,NO,: ,: ,: ,: ,1 ,36 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,PL,: ,: ,: ,: ,0 ,2660 ,1181 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,PT,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,RO,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,RS,: ,: ,: ,: ,0 ,9 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,SE,: ,: ,: ,: ,0 ,15 ,4 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,SI,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,SK,: ,: ,: ,: ,0 ,24 ,74 ,14 
A,NR,T,TOTAL,U_COV19_OTH,TOT_IN,TR,: ,: ,: ,: ,0 ,0 ,0 ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,AT,: ,: ,: ,: ,0 ,7 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,BE,: ,: ,: ,: ,2 ,40 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,BG,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,CH,: ,: ,: ,: ,0 ,19 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,CY,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,CZ,: ,: ,: ,: ,0 ,415 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,DE,: ,: ,: ,: ,0 ,1054 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,DK,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,EE,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,EL,: ,: ,: ,: ,0 ,4 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,ES,: ,: ,: ,: ,0 ,62 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,EU27_2020,: ,: ,: ,: ,11 ,4415 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,FI,: ,: ,: ,: ,0 ,8 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,FR,: ,: ,: ,: ,0 ,45 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,HR,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,HU,: ,: ,: ,: ,2 ,17 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,IE,: ,: ,: ,: ,0 ,2 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,IS,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,IT,: ,: ,: ,: ,7 ,44 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,LI,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,LT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,LU,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,LV,: ,: ,: ,: ,0 ,4 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,MT,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,NL,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,NO,: ,: ,: ,: ,1 ,36 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,PL,: ,: ,: ,: ,0 ,2654 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,PT,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,RO,: ,: ,: ,: ,0 ,6 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,RS,: ,: ,: ,: ,0 ,10 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,SE,: ,: ,: ,: ,0 ,15 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,SI,: ,: ,: ,: ,0 ,1 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,SK,: ,: ,: ,: ,0 ,24 ,: ,: 
A,NR,T,TOTAL,U_COV19_OTH,TOT_RESID,TR,: ,: ,: ,: ,0 ,0 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,AT,1232 ,1261 ,1228 ,1160 ,1103 ,1129 ,1314 ,1345 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,BE,1946 ,1725 ,1822 ,1761 ,1767 ,1674 ,1796 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,BG,664 ,700 ,641 ,574 ,587 ,556 ,432 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,CH,1061 ,1080 ,1047 ,1056 ,1016 ,1040 ,994 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,CY,36 ,38 ,43 ,39 ,31 ,26 ,40 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,CZ,1348 ,1429 ,1380 ,1219 ,1250 ,1256 ,1335 ,1271 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,DE,9907 ,9296 ,9479 ,9104 ,9298 ,9290 ,10224 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,DK,580 ,589 ,590 ,612 ,581 ,553 ,579 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,EE,187 ,227 ,194 ,195 ,217 ,189 ,196 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,EL,485 ,523 ,567 ,530 ,464 ,467 ,516 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,ES,3569 ,3680 ,3539 ,3671 ,3947 ,4005 ,4228 ,4118 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,EU27_2020,48889 ,47980 ,48207 ,47055 ,47556 ,47593 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,EU28,53534 ,52784 ,53579 ,: ,: ,: ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,FI,792 ,825 ,807 ,745 ,726 ,748 ,748 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,FR,8603 ,8389 ,8914 ,8861 ,9027 ,8987 ,9237 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,FX,8448 ,8246 ,8748 ,8669 ,8851 ,8822 ,9087 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,HR,693 ,636 ,682 ,584 ,563 ,590 ,556 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,HU,1762 ,1634 ,1656 ,1550 ,1706 ,1561 ,1647 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,IE,437 ,383 ,437 ,390 ,465 ,449 ,436 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,IS,40 ,34 ,34 ,38 ,47 ,37 ,34 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,IT,3868 ,3940 ,3788 ,3725 ,3712 ,3852 ,3906 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,LI,3 ,6 ,4 ,8 ,5 ,1 ,1 ,1 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,LT,822 ,753 ,684 ,661 ,613 ,569 ,533 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,LU,45 ,56 ,51 ,70 ,61 ,36 ,53 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,LV,365 ,355 ,300 ,288 ,299 ,254 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,MT,26 ,26 ,25 ,22 ,21 ,37 ,30 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,NL,1957 ,2004 ,1915 ,1895 ,1911 ,1960 ,2010 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,NO,627 ,603 ,681 ,666 ,650 ,657 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,PL,4688 ,4503 ,4462 ,4597 ,4590 ,4607 ,4452 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,PT,981 ,1062 ,996 ,992 ,945 ,934 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,RO,1974 ,1931 ,1943 ,1744 ,1734 ,1783 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,RS,962 ,1005 ,949 ,941 ,895 ,883 ,770 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,SE,1155 ,1218 ,1289 ,1301 ,1201 ,1252 ,1295 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,SI,377 ,418 ,359 ,397 ,375 ,438 ,407 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,SK,390 ,377 ,416 ,368 ,362 ,391 ,386 ,345 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,TR,1856 ,2730 ,3339 ,3404 ,3705 ,4187 ,4224 ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_IN,UK,4645 ,4804 ,5372 ,: ,: ,: ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,AT,1210 ,1235 ,1223 ,1125 ,1078 ,1105 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,BE,1918 ,1742 ,1813 ,1743 ,1749 ,1654 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,BG,667 ,702 ,642 ,576 ,587 ,561 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,CH,1026 ,1052 ,1022 ,1033 ,987 ,1014 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,CY,33 ,35 ,41 ,38 ,31 ,23 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,CZ,1322 ,1400 ,1356 ,1196 ,1234 ,1225 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,DE,9917 ,9317 ,9441 ,9091 ,9264 ,9279 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,DK,569 ,590 ,589 ,606 ,580 ,554 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,EE,187 ,229 ,199 ,197 ,218 ,187 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,EL,481 ,511 ,551 ,516 ,456 ,465 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,ES,3545 ,3639 ,3509 ,3635 ,3928 ,3976 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,EU27_2020,48712 ,47789 ,47939 ,46758 ,47323 ,47346 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,EU28,53354 ,52593 ,53312 ,: ,: ,: ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,FI,782 ,823 ,797 ,740 ,715 ,744 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,FR,8608 ,8382 ,8885 ,8865 ,9014 ,8971 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,HR,685 ,637 ,678 ,582 ,558 ,583 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,HU,1760 ,1631 ,1645 ,1543 ,1692 ,1554 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,IE,435 ,387 ,440 ,389 ,467 ,451 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,IS,41 ,34 ,35 ,39 ,47 ,37 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,IT,3802 ,3860 ,3707 ,3657 ,3659 ,3804 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,LI,6 ,6 ,8 ,10 ,6 ,2 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,LT,821 ,754 ,687 ,654 ,612 ,566 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,LU,50 ,55 ,53 ,69 ,61 ,38 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,LV,369 ,356 ,305 ,293 ,302 ,257 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,MT,24 ,25 ,22 ,21 ,21 ,35 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,NL,1910 ,1931 ,1845 ,1825 ,1835 ,1874 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,NO,619 ,602 ,675 ,652 ,637 ,645 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,PL,4721 ,4538 ,4500 ,4618 ,4609 ,4639 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,PT,977 ,1051 ,990 ,974 ,942 ,930 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,RO,1992 ,1960 ,1968 ,1756 ,1760 ,1798 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,RS,963 ,1007 ,950 ,942 ,898 ,886 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,SE,1140 ,1194 ,1268 ,1283 ,1206 ,1236 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,SI,379 ,416 ,359 ,393 ,373 ,435 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,SK,408 ,389 ,426 ,373 ,372 ,402 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,TR,1830 ,2675 ,3340 ,3408 ,3712 ,4188 ,: ,: 
A,NR,T,TOTAL,X60-X84_Y870,TOT_RESID,UK,4642 ,4804 ,5373 ,: ,: ,: ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,AT,23 ,14 ,27 ,25 ,20 ,23 ,21 ,16 
A,NR,T,Y15-29,F,TOT_IN,BE,18 ,11 ,15 ,6 ,13 ,13 ,17 ,: 
A,NR,T,Y15-29,F,TOT_IN,BG,2 ,0 ,1 ,0 ,0 ,2 ,1 ,: 
A,NR,T,Y15-29,F,TOT_IN,CH,8 ,11 ,16 ,10 ,11 ,9 ,13 ,: 
A,NR,T,Y15-29,F,TOT_IN,CY,0 ,0 ,0 ,0 ,0 ,1 ,0 ,: 
A,NR,T,Y15-29,F,TOT_IN,CZ,5 ,4 ,6 ,2 ,2 ,2 ,5 ,5 
A,NR,T,Y15-29,F,TOT_IN,DE,121 ,108 ,103 ,90 ,110 ,125 ,113 ,: 
A,NR,T,Y15-29,F,TOT_IN,DK,5 ,5 ,2 ,5 ,1 ,1 ,5 ,: 
A,NR,T,Y15-29,F,TOT_IN,EE,1 ,0 ,0 ,1 ,1 ,1 ,0 ,: 
A,NR,T,Y15-29,F,TOT_IN,EL,3 ,4 ,6 ,5 ,3 ,9 ,8 ,: 
A,NR,T,Y15-29,F,TOT_IN,ES,3 ,4 ,7 ,6 ,5 ,12 ,10 ,5 
A,NR,T,Y15-29,F,TOT_IN,EU27_2020,380 ,339 ,393 ,342 ,395 ,431 ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,EU28,431 ,376 ,434 ,: ,: ,: ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,FI,12 ,14 ,20 ,18 ,29 ,20 ,13 ,: 
A,NR,T,Y15-29,F,TOT_IN,FR,66 ,59 ,72 ,68 ,72 ,70 ,62 ,: 
A,NR,T,Y15-29,F,TOT_IN,FX,64 ,55 ,67 ,67 ,69 ,67 ,60 ,: 
A,NR,T,Y15-29,F,TOT_IN,HR,2 ,1 ,0 ,3 ,1 ,0 ,4 ,: 
A,NR,T,Y15-29,F,TOT_IN,HU,25 ,22 ,21 ,18 ,20 ,15 ,17 ,: 
A,NR,T,Y15-29,F,TOT_IN,IE,0 ,3 ,1 ,1 ,1 ,2 ,2 ,: 
A,NR,T,Y15-29,F,TOT_IN,IS,0 ,2 ,0 ,1 ,1 ,0 ,1 ,: 
A,NR,T,Y15-29,F,TOT_IN,IT,21 ,23 ,26 ,19 ,28 ,28 ,23 ,: 
A,NR,T,Y15-29,F,TOT_IN,LI,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
A,NR,T,Y15-29,F,TOT_IN,LT,3 ,1 ,0 ,1 ,0 ,1 ,1 ,: 
A,NR,T,Y15-29,F,TOT_IN,LU,1 ,0 ,0 ,0 ,0 ,0 ,0 ,: 
A,NR,T,Y15-29,F,TOT_IN,LV,4 ,2 ,2 ,1 ,4 ,7 ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,MT,0 ,0 ,0 ,0 ,0 ,0 ,1 ,: 
A,NR,T,Y15-29,F,TOT_IN,NL,23 ,20 ,31 ,12 ,30 ,37 ,40 ,: 
A,NR,T,Y15-29,F,TOT_IN,NO,1 ,4 ,2 ,3 ,2 ,8 ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,PL,31 ,37 ,38 ,41 ,43 ,39 ,39 ,: 
A,NR,T,Y15-29,F,TOT_IN,PT,4 ,1 ,3 ,3 ,3 ,6 ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,RO,0 ,1 ,5 ,7 ,3 ,4 ,: ,: 
A,NR,T,Y15-29,F,TOT_IN,RS,5 ,2 ,4 ,7 ,2 ,6 ,4 ,: 
A,NR,T,Y15-29,F,TOT_IN,SE,4 ,4 ,5 ,5 ,5 ,8 ,6 ,: 
A,NR,T,Y15-29,F,TOT_IN,SI,2 ,1 ,1 ,1 ,1 ,2 ,3 ,: 
A,NR,T,Y15-29,F,TOT_IN,SK,1 ,0 ,1 ,4 ,0 ,3 ,1 ,0 
A,NR,T,Y15-29,F,TOT_IN,TR,15 ,13 ,9 ,6 ,13 ,8 ,10 ,: 
A,NR,T,Y15-29,F,TOT_IN,UK,51 ,37 ,41 ,: ,: ,: ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,AT,22 ,14 ,26 ,23 ,18 ,22 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,BE,16 ,11 ,15 ,6 ,12 ,11 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,BG,2 ,0 ,1 ,0 ,0 ,2 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,CH,8 ,9 ,14 ,10 ,10 ,8 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,CY,0 ,0 ,0 ,0 ,0 ,1 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,CZ,5 ,4 ,6 ,2 ,2 ,1 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,DE,121 ,109 ,104 ,90 ,110 ,125 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,DK,5 ,5 ,2 ,5 ,1 ,1 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,EE,1 ,0 ,0 ,1 ,1 ,1 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,EL,3 ,4 ,6 ,5 ,3 ,8 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,ES,3 ,3 ,6 ,6 ,5 ,12 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,EU27_2020,377 ,339 ,389 ,338 ,390 ,423 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,EU28,427 ,378 ,430 ,: ,: ,: ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,FI,12 ,14 ,20 ,18 ,29 ,20 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,FR,67 ,59 ,72 ,66 ,72 ,70 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,HR,2 ,1 ,0 ,3 ,1 ,0 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,HU,25 ,22 ,21 ,18 ,20 ,15 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,IE,0 ,3 ,1 ,1 ,1 ,2 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,IS,0 ,2 ,1 ,1 ,1 ,0 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,IT,19 ,22 ,25 ,19 ,27 ,28 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,LI,0 ,0 ,0 ,0 ,0 ,1 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,LT,3 ,1 ,0 ,1 ,0 ,1 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,LU,2 ,0 ,0 ,0 ,0 ,0 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,LV,4 ,3 ,2 ,1 ,4 ,7 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,MT,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,NL,23 ,19 ,29 ,12 ,29 ,34 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,NO,1 ,4 ,2 ,3 ,2 ,8 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,PL,31 ,37 ,39 ,41 ,43 ,39 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,PT,3 ,0 ,3 ,3 ,3 ,6 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,RO,1 ,3 ,5 ,7 ,3 ,4 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,RS,5 ,2 ,4 ,7 ,2 ,6 ,: ,: 
A,NR,T,Y15-29,F,TOT_RESID,SE,4 ,4 ,4 ,5 ,5 ,8 ,: ,: 
