freq,unit,sex,age,icd10,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,RT,M,Y_LT65,A-R_V-Y,DEE	352.96 	344.27 	333.15 	344.2 	338.96 	341.35 	342.45 	326.09 	333.81 	369.02 
A,RT,M,Y_LT65,A-R_V-Y,DEE0	352.96 	344.27 	333.15 	344.2 	338.96 	341.35 	342.45 	326.09 	333.81 	369.02 
A,RT,M,Y_LT65,A-R_V-Y,DEF	256.8 	271.15 	257.37 	268.34 	262.68 	249.46 	263.35 	255.95 	245.52 	243.04 
A,RT,M,Y_LT65,A-R_V-Y,DEF0	256.8 	271.15 	257.37 	268.34 	262.68 	249.46 	263.35 	255.95 	245.52 	243.04 
A,RT,M,Y_LT65,A-R_V-Y,DEG	304.87 	285.57 	290.75 	305.54 	303.22 	292.27 	287.35 	281.72 	280.39 	325.9 
A,RT,M,Y_LT65,A-R_V-Y,DEG0	304.87 	285.57 	290.75 	305.54 	303.22 	292.27 	287.35 	281.72 	280.39 	325.9 
A,RT,M,Y_LT65,A-R_V-Y,DK	248.77 	247.37 	242.21 	232.35 	229.84 	219.39 	216.82 	207.06 	198.63 	195.71 
A,RT,M,Y_LT65,A-R_V-Y,DK0	246.95 	245.75 	240.18 	230.61 	228 	217.21 	215.08 	205.55 	197.62 	194.71 
A,RT,M,Y_LT65,A-R_V-Y,DK01	258.19 	251.99 	239.05 	226.38 	223.24 	216.15 	203.56 	194.99 	187.8 	188.8 
A,RT,M,Y_LT65,A-R_V-Y,DK02	281.57 	278.19 	260.73 	251.75 	255.04 	241.44 	247 	219.14 	234.82 	226.46 
A,RT,M,Y_LT65,A-R_V-Y,DK03	235.1 	238.32 	241.99 	228.23 	231.74 	223.33 	217.53 	221.17 	198.76 	190.73 
A,RT,M,Y_LT65,A-R_V-Y,DK04	221.37 	224.18 	229.56 	218.27 	201.96 	194.14 	207.63 	193.21 	191.07 	183.43 
A,RT,M,Y_LT65,A-R_V-Y,DK05	252.94 	254.92 	239.31 	250.13 	258 	230.96 	219.06 	215.68 	186.89 	206.64 
A,RT,M,Y_LT65,A-R_V-Y,EE	552.45 	506.01 	516.01 	482.8 	467.88 	440.98 	442 	402.98 	429.03 	470.12 
A,RT,M,Y_LT65,A-R_V-Y,EE0	552.45 	506.01 	516.01 	482.8 	467.88 	440.98 	442 	402.98 	429.03 	470.12 
A,RT,M,Y_LT65,A-R_V-Y,EE00	552.45 	506.01 	516.01 	482.8 	467.88 	440.98 	442 	402.98 	429.03 	470.12 
A,RT,M,Y_LT65,A-R_V-Y,EL	273.65 	264.67 	262.85 	266.28 	260.96 	258.64 	251.77 	252.05 	256.54 	293.48 
A,RT,M,Y_LT65,A-R_V-Y,EL3	272.48 	271.03 	269.18 	280.53 	272.96 	264.31 	259.18 	256.32 	260.56 	293.83 
A,RT,M,Y_LT65,A-R_V-Y,EL30	272.48 	271.03 	269.18 	280.53 	272.96 	264.31 	259.18 	256.32 	260.56 	293.83 
A,RT,M,Y_LT65,A-R_V-Y,EL4	261.26 	243.76 	243.33 	242.59 	235.31 	237.31 	231.45 	231.55 	209.56 	237.86 
A,RT,M,Y_LT65,A-R_V-Y,EL41	267.14 	250.23 	214.09 	240.02 	222.37 	265.11 	218.49 	222.98 	210.85 	199.95 
A,RT,M,Y_LT65,A-R_V-Y,EL42	244.06 	241.06 	241.23 	233.5 	244.39 	217.6 	236.16 	217.1 	188.53 	253.8 
A,RT,M,Y_LT65,A-R_V-Y,EL43	269.97 	243.59 	254.86 	249.01 	234.67 	240.47 	233.92 	243.59 	221.65 	242.53 
A,RT,M,Y_LT65,A-R_V-Y,EL5	: 	262.55 	259.8 	258.26 	254.67 	256.17 	238.54 	249.42 	269.13 	306.29 
A,RT,M,Y_LT65,A-R_V-Y,EL51	: 	292.81 	277.11 	274.92 	266.14 	289.03 	249.59 	270.2 	286.84 	303.35 
A,RT,M,Y_LT65,A-R_V-Y,EL52	: 	250.58 	265.09 	260.91 	259.32 	257.95 	243.58 	254.61 	278.59 	321.8 
A,RT,M,Y_LT65,A-R_V-Y,EL53	: 	287.2 	235.29 	242.69 	238.86 	225.9 	206.88 	237.45 	249.49 	289.02 
A,RT,M,Y_LT65,A-R_V-Y,EL54	: 	255.57 	221.38 	229.51 	228.33 	218.41 	222.45 	196.75 	204.88 	240.71 
A,RT,M,Y_LT65,A-R_V-Y,EL6	: 	261.42 	261.17 	262.49 	259 	259.92 	260.38 	253.74 	253.69 	299.23 
A,RT,M,Y_LT65,A-R_V-Y,EL61	: 	264.1 	260.94 	257.15 	256.78 	267.85 	245.02 	241.7 	247.25 	308.26 
A,RT,M,Y_LT65,A-R_V-Y,EL62	: 	247.18 	233.81 	269.57 	254.22 	245.23 	252.97 	236.08 	233.39 	242.77 
A,RT,M,Y_LT65,A-R_V-Y,EL63	: 	287.76 	263.96 	267.24 	274.04 	272.81 	262.21 	256.02 	241.8 	299.47 
A,RT,M,Y_LT65,A-R_V-Y,EL64	: 	250.62 	263.09 	254.49 	254.8 	237.62 	268.37 	266.19 	275.53 	316.87 
A,RT,M,Y_LT65,A-R_V-Y,EL65	: 	245.5 	266.36 	268.91 	251.27 	262.78 	272.6 	259.88 	261.89 	293.27 
A,RT,M,Y_LT65,A-R_V-Y,ES	227.72 	218.6 	213.46 	212.64 	207.43 	202.14 	202.54 	194.91 	210.2 	204.58 
A,RT,M,Y_LT65,A-R_V-Y,ES1	253.73 	242.58 	242.05 	237.91 	245.74 	223.22 	217.79 	212.92 	213.19 	211.14 
A,RT,M,Y_LT65,A-R_V-Y,ES11	256.54 	242.12 	241.1 	240.16 	253.48 	225.37 	218.44 	217.57 	215.02 	213.57 
A,RT,M,Y_LT65,A-R_V-Y,ES12	264.35 	258.53 	251.62 	240.75 	241.73 	230.6 	224.85 	216.39 	222.58 	220.31 
A,RT,M,Y_LT65,A-R_V-Y,ES13	220.91 	214.7 	228.47 	222.17 	217.33 	200.14 	201.6 	187.91 	187.72 	183.26 
A,RT,M,Y_LT65,A-R_V-Y,ES2	217.76 	214.6 	207.67 	200.84 	195.21 	191.51 	187.97 	178.96 	194.98 	183.86 
A,RT,M,Y_LT65,A-R_V-Y,ES21	228.33 	222.9 	203.63 	209.39 	201.6 	192.79 	189.9 	188.19 	195.31 	184.74 
A,RT,M,Y_LT65,A-R_V-Y,ES22	200.7 	197.91 	205.28 	169.71 	170.19 	169.35 	172.81 	155.18 	174.08 	158.7 
A,RT,M,Y_LT65,A-R_V-Y,ES23	214.14 	186.96 	197.87 	200.21 	177.61 	192.22 	180.04 	182.7 	206.94 	191.11 
A,RT,M,Y_LT65,A-R_V-Y,ES24	208.48 	215.52 	217.82 	201.46 	200.53 	199.89 	193.35 	173.78 	201.58 	192.87 
A,RT,M,Y_LT65,A-R_V-Y,ES3	193.63 	184.91 	178.33 	182.19 	169 	163.74 	161.97 	156.45 	191.6 	164.86 
A,RT,M,Y_LT65,A-R_V-Y,ES30	193.63 	184.91 	178.33 	182.19 	169 	163.74 	161.97 	156.45 	191.6 	164.86 
A,RT,M,Y_LT65,A-R_V-Y,ES4	217.71 	209.56 	204.12 	202.16 	197.31 	191.98 	190.85 	186.17 	210.48 	198.94 
A,RT,M,Y_LT65,A-R_V-Y,ES41	212.72 	201.68 	198.51 	193.71 	192.14 	185.3 	186.4 	179.09 	199.13 	193.68 
A,RT,M,Y_LT65,A-R_V-Y,ES42	205.08 	205.22 	198.61 	204.58 	192.69 	188.54 	189.11 	179.81 	217.92 	189.89 
A,RT,M,Y_LT65,A-R_V-Y,ES43	253.26 	236.55 	228.72 	217.3 	217.42 	213.42 	205.33 	214.47 	222.72 	226.66 
A,RT,M,Y_LT65,A-R_V-Y,ES5	224.69 	214.25 	210.11 	210.17 	204.65 	202.62 	204.32 	194.58 	207.75 	204.87 
A,RT,M,Y_LT65,A-R_V-Y,ES51	218.04 	211.79 	203.61 	203.27 	196.28 	195 	199.94 	190.21 	207.92 	195.17 
A,RT,M,Y_LT65,A-R_V-Y,ES52	234.16 	221.07 	220.01 	222.39 	218.79 	213.37 	214.46 	204.6 	214.91 	222.77 
A,RT,M,Y_LT65,A-R_V-Y,ES53	226.18 	199.26 	208.2 	200.66 	196.58 	204.04 	188.88 	178.66 	176.73 	188.22 
A,RT,M,Y_LT65,A-R_V-Y,ES6	245.71 	235.45 	226.81 	228.32 	222.54 	221.06 	223.62 	216.46 	228.76 	233.24 
A,RT,M,Y_LT65,A-R_V-Y,ES61	249.2 	238.4 	229.81 	231.8 	225.96 	222.94 	226.63 	217.39 	231.03 	236.75 
A,RT,M,Y_LT65,A-R_V-Y,ES62	225.84 	219.83 	206.35 	204.47 	200.09 	204.26 	201.94 	205.52 	211.32 	207.25 
A,RT,M,Y_LT65,A-R_V-Y,ES63	225.24 	242.11 	273.29 	286.63 	255.42 	292.86 	246.38 	268.24 	274.99 	295.4 
A,RT,M,Y_LT65,A-R_V-Y,ES64	243.99 	186.59 	212.72 	206.21 	222.32 	225.23 	248.39 	244.33 	243.82 	247.25 
A,RT,M,Y_LT65,A-R_V-Y,ES7	244.7 	233.74 	233.77 	226.45 	224.68 	214.31 	227.85 	215.3 	212.07 	218.58 
A,RT,M,Y_LT65,A-R_V-Y,ES70	244.7 	233.74 	233.77 	226.45 	224.68 	214.31 	227.85 	215.3 	212.07 	218.58 
A,RT,M,Y_LT65,A-R_V-Y,EU27_2020	308.52 	298.97 	289.35 	289.92 	282.68 	276.62 	275.61 	266.82 	281.71 	294.95 
A,RT,M,Y_LT65,A-R_V-Y,EU28	298.53 	290.29 	281.2 	282.32 	276.07 	270.67 	: 	: 	: 	: 
A,RT,M,Y_LT65,A-R_V-Y,FI	282.36 	274.45 	262.56 	249.17 	251.47 	240.86 	237.09 	224.92 	239.78 	229.07 
A,RT,M,Y_LT65,A-R_V-Y,FI1	281.19 	273.23 	261.61 	247.66 	250.05 	239.38 	235.78 	223.47 	239.13 	228.08 
A,RT,M,Y_LT65,A-R_V-Y,FI19	264.33 	257.79 	258.68 	246.62 	249.24 	231.1 	231.34 	215.26 	230.66 	207.9 
A,RT,M,Y_LT65,A-R_V-Y,FI1B	261.84 	242.52 	243.02 	229.95 	222.74 	222.56 	208.19 	200.97 	232.82 	213.36 
A,RT,M,Y_LT65,A-R_V-Y,FI1C	298.4 	294.5 	267.58 	250.58 	258.34 	246.27 	244.47 	244.03 	233.21 	240.91 
A,RT,M,Y_LT65,A-R_V-Y,FI1D	306.69 	307.7 	284.92 	268.44 	277.82 	265.27 	266.23 	243.54 	264.14 	258.27 
A,RT,M,Y_LT65,A-R_V-Y,FI2	305.48 	191.95 	178.01 	154.12 	236.02 	184.09 	193.07 	134.69 	203.34 	152.23 
A,RT,M,Y_LT65,A-R_V-Y,FI20	305.48 	191.95 	178.01 	154.12 	236.02 	184.09 	193.07 	134.69 	203.34 	152.23 
A,RT,M,Y_LT65,A-R_V-Y,FR	286.1 	277.28 	266.88 	269.97 	264.04 	257.42 	255.05 	248.83 	253.48 	255.17 
A,RT,M,Y_LT65,A-R_V-Y,FR1	241.85 	233.26 	221.91 	227.58 	216.02 	210.84 	203.68 	198.38 	225.2 	213.71 
A,RT,M,Y_LT65,A-R_V-Y,FR10	241.85 	233.26 	221.91 	227.58 	216.02 	210.84 	203.68 	198.38 	225.2 	213.71 
A,RT,M,Y_LT65,A-R_V-Y,FRB	288.57 	275.46 	264.11 	272.89 	266.26 	268.05 	269.34 	261.27 	255.21 	267 
A,RT,M,Y_LT65,A-R_V-Y,FRB0	288.57 	275.46 	264.11 	272.89 	266.26 	268.05 	269.34 	261.27 	255.21 	267 
A,RT,M,Y_LT65,A-R_V-Y,FRC	294.53 	281.41 	277.59 	279.38 	281.09 	274.79 	272.98 	262.19 	266.86 	262.59 
A,RT,M,Y_LT65,A-R_V-Y,FRC1	297.61 	292.34 	290.79 	290.11 	293 	286.54 	279.19 	272.06 	272.41 	267.95 
A,RT,M,Y_LT65,A-R_V-Y,FRC2	289.7 	266.08 	258.19 	263.43 	263.83 	257.92 	264.5 	248.13 	258.72 	254.73 
A,RT,M,Y_LT65,A-R_V-Y,FRD	332.55 	318.65 	314.46 	312.47 	307.55 	306.49 	300.02 	284.97 	298.86 	304.42 
A,RT,M,Y_LT65,A-R_V-Y,FRD1	331.06 	304.19 	299.63 	302.88 	298.39 	297.49 	284.5 	285.25 	287.13 	302.76 
A,RT,M,Y_LT65,A-R_V-Y,FRD2	334.44 	331.33 	327.31 	320.24 	315.11 	313.93 	313.19 	285.21 	309.11 	305.87 
A,RT,M,Y_LT65,A-R_V-Y,FRE	375.28 	364.62 	348.2 	347.09 	344.49 	328.52 	325.36 	313.08 	327.61 	317.02 
A,RT,M,Y_LT65,A-R_V-Y,FRE1	395.28 	387.37 	364.03 	362.83 	356.23 	340.83 	338.3 	320.72 	333.61 	324.7 
A,RT,M,Y_LT65,A-R_V-Y,FRE2	335.99 	320.27 	317.61 	316.39 	321.71 	304.52 	300.14 	298.17 	316.15 	302.2 
A,RT,M,Y_LT65,A-R_V-Y,FRF	282.08 	277.63 	270.8 	269.5 	268.04 	256.6 	261.82 	255.86 	263.13 	259.84 
A,RT,M,Y_LT65,A-R_V-Y,FRF1	237.84 	236.3 	235.11 	233.49 	225.91 	218.73 	226.98 	215.04 	227.64 	218.91 
A,RT,M,Y_LT65,A-R_V-Y,FRF2	322.51 	320.36 	298.46 	313.27 	301.7 	291.53 	311.18 	296.7 	303.8 	299.23 
A,RT,M,Y_LT65,A-R_V-Y,FRF3	294.26 	286.12 	283.96 	274.08 	283.2 	268.07 	263.26 	266.93 	270.06 	272.34 
A,RT,M,Y_LT65,A-R_V-Y,FRG	285.01 	282.31 	263.71 	272.83 	265.96 	261.12 	256.84 	252.25 	247.14 	243.22 
A,RT,M,Y_LT65,A-R_V-Y,FRG0	285.01 	282.31 	263.71 	272.83 	265.96 	261.12 	256.84 	252.25 	247.14 	243.22 
A,RT,M,Y_LT65,A-R_V-Y,FRH	325.81 	320.37 	304.22 	296.83 	300.43 	282.59 	286.93 	277.45 	268.79 	275.02 
A,RT,M,Y_LT65,A-R_V-Y,FRH0	325.81 	320.37 	304.22 	296.83 	300.43 	282.59 	286.93 	277.45 	268.79 	275.02 
A,RT,M,Y_LT65,A-R_V-Y,FRI	287.73 	275.88 	261.58 	267.24 	262.75 	262.18 	252.7 	253.03 	245.89 	251.26 
A,RT,M,Y_LT65,A-R_V-Y,FRI1	278.23 	261.11 	255.54 	256.67 	247.96 	252.15 	237.78 	238.65 	227.01 	235.33 
A,RT,M,Y_LT65,A-R_V-Y,FRI2	292.96 	289.94 	267.36 	283.33 	266.49 	257.66 	279.7 	270.06 	272.23 	278.34 
A,RT,M,Y_LT65,A-R_V-Y,FRI3	302.57 	297.53 	270.31 	280.92 	289.61 	283.32 	270.44 	274.67 	272.57 	272.1 
A,RT,M,Y_LT65,A-R_V-Y,FRJ	268.38 	262.15 	257.01 	258.99 	247.65 	246.82 	248.23 	236.72 	235.23 	241.44 
A,RT,M,Y_LT65,A-R_V-Y,FRJ1	296.74 	285.87 	276.69 	281.4 	270.11 	267.37 	272.27 	255.85 	255.31 	270.17 
A,RT,M,Y_LT65,A-R_V-Y,FRJ2	242.8 	240.92 	239.14 	238.97 	227.52 	228.41 	226.57 	219.5 	217.18 	215.66 
A,RT,M,Y_LT65,A-R_V-Y,FRK	253.96 	243.83 	232.06 	235.23 	229.4 	221.94 	219.67 	220.47 	216.96 	217.85 
A,RT,M,Y_LT65,A-R_V-Y,FRK1	300.64 	292.09 	283.19 	275.65 	275.98 	259.92 	270.47 	268.08 	262.08 	265.82 
A,RT,M,Y_LT65,A-R_V-Y,FRK2	242.64 	232.51 	220.22 	225.74 	218.82 	213.15 	208.44 	209.98 	207.2 	207.66 
A,RT,M,Y_LT65,A-R_V-Y,FRL	269 	259.18 	251.03 	263.68 	249.8 	250.96 	244.18 	235.16 	231.22 	250.48 
A,RT,M,Y_LT65,A-R_V-Y,FRL0	269 	259.18 	251.03 	263.68 	249.8 	250.96 	244.18 	235.16 	231.22 	250.48 
A,RT,M,Y_LT65,A-R_V-Y,FRM	262.49 	273.06 	241.32 	238.62 	246.53 	225.71 	241.21 	225.32 	222.04 	234.2 
A,RT,M,Y_LT65,A-R_V-Y,FRM0	262.49 	273.06 	241.32 	238.62 	246.53 	225.71 	241.21 	225.32 	222.04 	234.2 
A,RT,M,Y_LT65,A-R_V-Y,FRY	: 	283.98 	302.83 	295.63 	302.52 	286.96 	311.89 	315.51 	326.11 	372.97 
A,RT,M,Y_LT65,A-R_V-Y,FRY1	302.12 	331.05 	336.4 	318.55 	292.98 	293.81 	360.65 	332.28 	364.27 	450.65 
A,RT,M,Y_LT65,A-R_V-Y,FRY2	272.01 	265.18 	256.6 	251.19 	284.4 	278.25 	261.58 	272.73 	304.13 	398.98 
A,RT,M,Y_LT65,A-R_V-Y,FRY3	361.25 	323.33 	290.53 	265.92 	334.14 	306.01 	330.75 	341.73 	327.81 	460.6 
A,RT,M,Y_LT65,A-R_V-Y,FRY4	300.3 	313.86 	314.79 	307.77 	300.19 	284.59 	302.27 	320.43 	310.95 	301.92 
A,RT,M,Y_LT65,A-R_V-Y,FRY5	: 	: 	302.14 	341.29 	348.36 	286.84 	332.16 	322.26 	373.52 	468.39 
A,RT,M,Y_LT65,A-R_V-Y,HR	400.19 	381.17 	372.61 	381.81 	358.53 	356.73 	364.1 	346.69 	355.74 	397.81 
A,RT,M,Y_LT65,A-R_V-Y,HR0	398.54 	379.09 	370.82 	379.47 	356.64 	354.94 	361.91 	343.86 	353.81 	395.97 
A,RT,M,Y_LT65,A-R_V-Y,HR02	: 	: 	: 	: 	: 	: 	: 	: 	419.42 	452.3 
A,RT,M,Y_LT65,A-R_V-Y,HR03	333.64 	313.09 	308.93 	327.6 	314.15 	315.26 	325.07 	301.12 	303.21 	353.95 
A,RT,M,Y_LT65,A-R_V-Y,HR04	432.67 	413.7 	402.96 	406.39 	378.43 	375.34 	381.02 p	: 	: 	: 
A,RT,M,Y_LT65,A-R_V-Y,HR05	: 	: 	: 	: 	: 	: 	: 	: 	291.1 	329.1 
A,RT,M,Y_LT65,A-R_V-Y,HR06	: 	: 	: 	: 	: 	: 	: 	: 	410.7 	448.49 
A,RT,M,Y_LT65,A-R_V-Y,HU	560.48 	527.67 	523.51 	517.83 	504.31 	501.16 	498.74 	477.89 	498.58 	577.45 
A,RT,M,Y_LT65,A-R_V-Y,HU1	470.34 	456.18 	433.37 	437.28 	421.47 	421.39 	423.75 	387.09 	423.13 	479.77 
A,RT,M,Y_LT65,A-R_V-Y,HU11	429.96 	406.97 	388.5 	414.14 	394.32 	396.49 	385.47 	354.73 	384.56 	444.43 
A,RT,M,Y_LT65,A-R_V-Y,HU12	524.15 	521.66 	492.47 	467.83 	457.73 	454.13 	472.86 	427.23 	470.33 	523.45 
A,RT,M,Y_LT65,A-R_V-Y,HU2	562.11 	528.8 	519.72 	519.27 	510.71 	493.31 	492.27 	472.27 	494 	557.48 
A,RT,M,Y_LT65,A-R_V-Y,HU21	559.33 	530.58 	525.3 	543.72 	525.01 	507.02 	509.93 	488.39 	512.31 	578.42 
A,RT,M,Y_LT65,A-R_V-Y,HU22	553.54 	509.57 	493.78 	472.2 	481.47 	471.92 	461.61 	435.94 	470.49 	488.76 
A,RT,M,Y_LT65,A-R_V-Y,HU23	574.14 	546.95 	541.49 	541.85 	525.7 	501.37 	505.93 	494.58 	499.64 	610 
A,RT,M,Y_LT65,A-R_V-Y,HU3	610.7 	566.77 	576.78 	561.16 	546.12 	549.89 	545.25 	539.82 	551.08 	659.02 
A,RT,M,Y_LT65,A-R_V-Y,HU31	661.12 	621.74 	622.54 	590.29 	588.14 	615.39 	595.65 	601.43 	595.43 	726.99 
A,RT,M,Y_LT65,A-R_V-Y,HU32	599.97 	558.66 	572.01 	565.02 	532.93 	523.9 	546.44 	530.11 	546.88 	652.99 
A,RT,M,Y_LT65,A-R_V-Y,HU33	577.04 	526.8 	540.12 	531.04 	523.35 	520.83 	498.37 	495.64 	516.02 	604.29 
A,RT,M,Y_LT65,A-R_V-Y,IE	223.68 	215.23 	208.22 	196 	194.53 	184.8 	188.95 	185.85 	189.11 	200.13 
A,RT,M,Y_LT65,A-R_V-Y,IE0	220.68 	212.34 	205.74 	192.81 	191.31 	181.76 	185.15 	183.6 	187.93 	198.68 
A,RT,M,Y_LT65,A-R_V-Y,IE04	: 	200.44 	198.14 	188.3 	199.1 	192.73 	186.53 	173.05 	179.89 	191.55 
A,RT,M,Y_LT65,A-R_V-Y,IE05	: 	221.43 	220.35 	204.35 	202.25 	189.03 	200.38 	191.82 	193.8 	203.48 
A,RT,M,Y_LT65,A-R_V-Y,IE06	: 	210.58 	198.91 	187.66 	180.87 	173.65 	174.6 	181.76 	187.35 	198.76 
A,RT,M,Y_LT65,A-R_V-Y,IS	174.76 	164.9 	170.05 	159.31 	161.09 	166.47 	163.7 	158.27 	157.41 	157.17 
A,RT,M,Y_LT65,A-R_V-Y,IS0	174.76 	164.9 	170.05 	159.31 	161.09 	166.47 	163.7 	158.27 	157.41 	157.17 
A,RT,M,Y_LT65,A-R_V-Y,IS00	174.76 	164.9 	170.05 	159.31 	161.09 	166.47 	163.7 	158.27 	157.41 	157.17 
A,RT,M,Y_LT65,A-R_V-Y,IT	196.54 	187.28 	181.05 	184.47 	175.37 	174.73 	172.98 	168.06 	186.62 	186.26 
A,RT,M,Y_LT65,A-R_V-Y,ITC	185.81 	176.83 	171.24 	175.55 	163.24 	163.81 	162.39 	158.98 	189.32 	165.2 
A,RT,M,Y_LT65,A-R_V-Y,ITC1	191.21 	187.82 	178.88 	188.13 	174.94 	174.96 	177.02 	170.62 	192.52 	182.37 
A,RT,M,Y_LT65,A-R_V-Y,ITC2	193.94 	198.52 	226.62 	200.88 	178.06 	179.59 	185.06 	154.62 	179.49 	165.64 
A,RT,M,Y_LT65,A-R_V-Y,ITC3	200.57 	195.15 	181.58 	186.64 	171.64 	179.75 	179.19 	178.27 	196.78 	176.86 
A,RT,M,Y_LT65,A-R_V-Y,ITC4	180.9 	168.67 	165.49 	167.83 	156.62 	156.25 	152.98 	150.99 	186.88 	156.27 
A,RT,M,Y_LT65,A-R_V-Y,ITF	210.89 	207.04 	199.7 	202.14 	195.33 	198.05 	195.77 	186.59 	209.36 	221.04 
A,RT,M,Y_LT65,A-R_V-Y,ITF1	190.63 	188.98 	190.57 	187.06 	180.65 	178.92 	179.14 	175.12 	186.86 	187.22 
A,RT,M,Y_LT65,A-R_V-Y,ITF2	200.29 	199.62 	204.37 	213.61 	197.15 	218.2 	196.51 	207.31 	200.17 	242.62 
A,RT,M,Y_LT65,A-R_V-Y,ITF3	236.63 	234.57 	217.23 	228.33 	221.4 	220.51 	218.38 	203.38 	237.1 	243.93 
A,RT,M,Y_LT65,A-R_V-Y,ITF4	186.43 	178.52 	176.7 	173.52 	167.7 	172.48 	172.8 	162.38 	188.15 	201.52 
A,RT,M,Y_LT65,A-R_V-Y,ITF5	200.76 	202.85 	198.64 	189.08 	175.52 	195.28 	198.45 	183.3 	197.66 	201.42 
A,RT,M,Y_LT65,A-R_V-Y,ITF6	207.05 	201.43 	202.13 	196.95 	192.03 	196.21 	187.55 	192.48 	193.03 	219.9 
A,RT,M,Y_LT65,A-R_V-Y,ITG	215.94 	208 	197.92 	203.15 	191.9 	196.1 	191.7 	188.21 	204.42 	220.04 
A,RT,M,Y_LT65,A-R_V-Y,ITG1	212.18 	202.3 	192.33 	195.01 	188.4 	195.29 	188.65 	183.57 	201.53 	217.76 
A,RT,M,Y_LT65,A-R_V-Y,ITG2	226.54 	223.52 	212.75 	224.59 	200.93 	198.32 	199.81 	200.44 	211.29 	225.67 
A,RT,M,Y_LT65,A-R_V-Y,ITH	181.77 	168.59 	166.32 	167.48 	161.85 	154.54 	158.54 	152 	160.46 	163.66 
A,RT,M,Y_LT65,A-R_V-Y,ITH1	179.22 	158.89 	158.2 	173.24 	170.36 	154.01 	150.41 	141.53 	160.3 	141.03 
A,RT,M,Y_LT65,A-R_V-Y,ITH2	170.34 	159.86 	143.27 	160.72 	153.23 	142.63 	140.66 	153.33 	149.09 	166.51 
A,RT,M,Y_LT65,A-R_V-Y,ITH3	180.67 	168.62 	170.75 	167.29 	157.55 	149.07 	157.8 	150.27 	156.12 	161.58 
A,RT,M,Y_LT65,A-R_V-Y,ITH4	201.43 	190.04 	173.14 	180.36 	169.51 	166.84 	178.1 	162.21 	162.91 	180.77 
A,RT,M,Y_LT65,A-R_V-Y,ITH5	179.07 	164.41 	162.97 	164.22 	164.54 	158.77 	156.79 	152.18 	166.04 	163.79 
A,RT,M,Y_LT65,A-R_V-Y,ITI	195 	181.91 	174.98 	179.48 	168.98 	167.74 	162.14 	161.27 	171.93 	177.47 
A,RT,M,Y_LT65,A-R_V-Y,ITI1	182.99 	166.61 	166.36 	171.56 	157.45 	155.99 	152.31 	155.33 	157.54 	159.5 
A,RT,M,Y_LT65,A-R_V-Y,ITI2	190 	176.08 	160.62 	165.98 	153.25 	148.22 	153.77 	155.21 	157.63 	161.07 
A,RT,M,Y_LT65,A-R_V-Y,ITI3	173.69 	166.61 	164.75 	166.29 	155.42 	159.62 	148.89 	145.56 	157.29 	158.62 
A,RT,M,Y_LT65,A-R_V-Y,ITI4	209.87 	196.93 	185.53 	190.08 	182.31 	180.28 	173.17 	170.14 	187.17 	196.33 
A,RT,M,Y_LT65,A-R_V-Y,LI	156.99 	176.3 	170.37 	139.89 	115.56 	177.63 	154.36 	119.6 	124.55 	170.81 
A,RT,M,Y_LT65,A-R_V-Y,LI0	156.99 	176.3 	170.37 	139.89 	115.56 	177.63 	154.36 	119.6 	124.55 	170.81 
A,RT,M,Y_LT65,A-R_V-Y,LI00	156.99 	176.3 	170.37 	139.89 	115.56 	177.63 	154.36 	119.6 	124.55 	170.81 
A,RT,M,Y_LT65,A-R_V-Y,LT	725.85 	718.93 	670.28 	662.54 	659.06 	569.89 	552.09 	537.7 	603.5 	620.02 
A,RT,M,Y_LT65,A-R_V-Y,LT0	724.72 	717.1 	668.73 	660.78 	653.32 	564.39 	545.32 	531.16 	597.14 	613.73 
A,RT,M,Y_LT65,A-R_V-Y,LT01	742.65 	741.72 	675.81 	638.5 	651.56 	554.52 	557.19 	519.1 	575.72 	605.7 
A,RT,M,Y_LT65,A-R_V-Y,LT02	715.04 	702.79 	663.28 	663.57 	655.1 	568.82 	542.58 	536 	607.36 	619.06 
A,RT,M,Y_LT65,A-R_V-Y,LU	226.58 	221.21 	214.37 	196.79 	199.79 	175.16 	179.33 	183.75 	184.22 	177.66 
A,RT,M,Y_LT65,A-R_V-Y,LU0	226.58 	221.21 	214.37 	196.79 	199.79 	175.16 	179.33 	183.75 	184.22 	177.66 
A,RT,M,Y_LT65,A-R_V-Y,LU00	226.58 	221.21 	214.37 	196.79 	199.79 	175.16 	179.33 	183.75 	184.22 	177.66 
A,RT,M,Y_LT65,A-R_V-Y,LV	698.99 	683.76 	668.68 	637.37 	617.94 	624.63 	616.22 	568.76 	574.79 	716.89 
A,RT,M,Y_LT65,A-R_V-Y,LV0	698.99 	683.76 	668.68 	637.37 	617.94 	624.63 	616.22 	568.76 	574.79 	716.89 
A,RT,M,Y_LT65,A-R_V-Y,LV00	698.99 	683.76 	668.68 	637.37 	617.94 	624.63 	616.22 	568.76 	574.79 	716.89 
A,RT,M,Y_LT65,A-R_V-Y,MT	215.11 	193.52 	190.81 	198.12 	192.98 	183.65 	186.73 	158.64 	189.05 	189.5 
A,RT,M,Y_LT65,A-R_V-Y,MT0	215.11 	193.52 	190.81 	198.12 	192.98 	183.65 	186.73 	158.64 	189.05 	189.5 
