freq,unit,sex,age,icd10,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,RT,M,Y_GE65,A-R_V-Y,TR82	4846.48 d	5571 d	5882.36 d	6139.91 d	6071.02 d	6269.38 d	6577.31 d	4813.09 d	5655.68 d	7361.11 d
A,RT,M,Y_GE65,A-R_V-Y,TR83	4910.93 d	6216.94 d	6456.67 d	6370.88 d	6377.93 d	6214.44 d	6457.74 d	5025.63 d	5698.02 d	7363.2 d
A,RT,M,Y_GE65,A-R_V-Y,TR9	4817.54 d	5656.23 d	5744.32 d	5795.73 d	5780.42 d	5843.61 d	5866.86 d	4573.34 d	5110.7 d	7056.48 d
A,RT,M,Y_GE65,A-R_V-Y,TR90	4817.54 d	5656.23 d	5744.32 d	5795.73 d	5780.42 d	5843.61 d	5866.86 d	4573.34 d	5110.7 d	7056.48 d
A,RT,M,Y_GE65,A-R_V-Y,TRA	4300.66 d	5827.13 d	6059.99 d	6162.77 d	6282.93 d	6013.06 d	6355.11 d	4889.04 d	6116.47 d	7207.02 d
A,RT,M,Y_GE65,A-R_V-Y,TRA1	4671.5 d	6180.35 d	5945.77 d	6244.49 d	6378.26 d	6044.39 d	6273.01 d	4861.38 d	6137.47 d	7338.66 d
A,RT,M,Y_GE65,A-R_V-Y,TRA2	3772.28 d	5331.31 d	6215 d	6047.95 d	6147.62 d	5965.63 d	6475.17 d	4942.31 d	6076.75 d	7037.27 d
A,RT,M,Y_GE65,A-R_V-Y,TRB	3924.71 d	5387.23 d	5753.06 d	5820.84 d	6084.49 d	5864.95 d	6122.31 d	4657.91 d	6302.01 d	7030.66 d
A,RT,M,Y_GE65,A-R_V-Y,TRB1	4751.56 d	5563.73 d	5774.88 d	5905.22 d	6150.28 d	5808.01 d	5811.74 d	4523.22 d	6030.1 d	6873.89 d
A,RT,M,Y_GE65,A-R_V-Y,TRB2	2228.32 d	4990.22 d	5680.22 d	5627.88 d	5926.15 d	5932.35 d	6783.22 d	4915.56 d	6877.13 d	7335.47 d
A,RT,M,Y_GE65,A-R_V-Y,TRC	4325.9 d	5303.68 d	5784.89 d	5693.44 d	6089.71 d	5573.47 d	6219.38 d	5099.31 d	6767.93 d	7488.42 d
A,RT,M,Y_GE65,A-R_V-Y,TRC1	5199.58 d	6064.3 d	6379.73 d	6151.72 d	6538.48 d	6073.22 d	6357.44 d	5367.58 d	6888.39 d	7686.52 d
A,RT,M,Y_GE65,A-R_V-Y,TRC2	3980.42 d	5165.14 d	5583.21 d	5592.71 d	5993.77 d	5372.69 d	6407.72 d	5252.63 d	6792.48 d	7891.51 d
A,RT,M,Y_GE65,A-R_V-Y,TRC3	3606.07 d	4445.02 d	5213.98 d	5150.51 d	5568.74 d	5109.21 d	5767.07 d	4470.28 d	6533.28 d	6722.42 d
A,RT,M,Y_GE65,A-R_V-Y,UK	5184.44 	5103.58 	4976.94 	5107.03 	5005.49 	4981.3 	4863.76 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKC	5651.82 	5391.03 	5461.05 	5580.44 	5511.32 	5361.58 	5337.39 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKC1	5658.39 	5298.14 	5325.66 	5596.13 	5608.36 	5403.93 	5313.17 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKC2	5643.33 	5467.9 	5572.57 	5568.42 	5433.33 	5323.82 	5358.64 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKD	5510.21 	5440.29 	5315.13 	5399.63 	5318.58 	5227.25 	5133.22 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKD1	5052.65 	5098.39 	4872.75 	4900.01 	4787.84 	4775.01 	4649.41 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKD3	5741.49 	5559.78 	5525.75 	5691.18 	5492.37 	5402.95 	5164.17 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKD4	5445.95 	5432.96 	5465.09 	5353.78 	5336.38 	5404.12 	5324.06 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKD6	5193.36 	5015.82 	4749.29 	4799.66 	4966.99 	4635.5 	4640.31 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKD7	5611.98 	5687.03 	5417.82 	5626.84 	5517.52 	5392.18 	5446.48 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKE	5479.32 	5363.79 	5191.79 	5338.47 	5337.47 	5270.33 	5182.13 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKE1	5499.69 	5522.64 	5284.47 	5559.69 	5532.94 	5447.66 	5337.62 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKE2	4898.29 	4900.86 	4659.39 	4779.37 	4794.07 	4677.78 	4607.71 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKE3	5568.07 	5327.56 	5263.07 	5279.85 	5365.79 	5466.61 	5250.77 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKE4	5697.92 	5534.21 	5370.62 	5553.32 	5493.02 	5353.23 	5344.57 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKF	5229.04 	5171.71 	5049.89 	5168.52 	5061.46 	5088.94 	5036.86 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKF1	5363.75 	5308.86 	5187.71 	5373.03 	5261.93 	5209.77 	5154.2 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKF2	5108.48 	5054.29 	4978.86 	5034.53 	4901.04 	4945.91 	4877.12 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKF3	5121.18 	5064.18 	4853.24 	4930.8 	4883.55 	5064.98 	5049.11 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKG	5257.15 	5210.95 	5006.2 	5190.59 	5107.75 	5072.81 	5028.35 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKG1	5048.05 	4840.65 	4715.28 	4892.89 	4828.17 	4838.52 	4740 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKG2	5344.5 	5362.2 	4984.41 	5245.97 	5170.88 	4982.35 	5070.34 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKG3	5338.08 	5353.21 	5217.13 	5353.74 	5258.67 	5300.1 	5202.76 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKH	4823.26 	4770.42 	4661.41 	4801.97 	4729 	4743.5 	4653.31 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKH1	4632.49 	4766.51 	4565.61 	4723.05 	4683.45 	4619.67 	4613.27 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKH2	4953.26 	4674.9 	4653.81 	4681.49 	4620.69 	4651.98 	4564.73 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKH3	5000.77 	4858.8 	4816.27 	5031.61 	4894.86 	5019.58 	4795.93 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKI	4841.32 	4627.03 	4531.73 	4660.5 	4425.17 	4393.26 	4329.14 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKI3	4511.49 	4248.61 	4070.04 	4186.97 	3867.15 	3911.27 	3597.76 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKI4	5318.11 	4976.84 	4884.59 	4959.59 	4674.33 	4802.86 	4651.07 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKI5	5031.86 	4866.81 	4806.28 	5090.21 	4815.84 	4769.12 	4693.69 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKI6	4766.84 	4556.7 	4509.06 	4674.87 	4496.7 	4366.37 	4528.37 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKI7	4542.92 	4389.12 	4273.77 	4296.52 	4132.61 	4041.47 	4031.95 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKJ	4783.67 	4713.46 	4611.17 	4673 	4579.49 	4571.71 	4467.37 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKJ1	4847.99 	4668.55 	4623.13 	4555.18 	4416.87 	4434.91 	4305.56 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKJ2	4703.15 	4545.15 	4477.17 	4592.83 	4510.97 	4473.68 	4321.62 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKJ3	4777.64 	4812.68 	4596.76 	4617.84 	4547.8 	4575.46 	4451.6 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKJ4	4858.68 	4966.06 	4855.18 	5010.33 	4922.24 	4879.59 	4927.1 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKK	4781.49 	4782.09 	4621.81 	4769.33 	4728.27 	4697.37 	4608.78 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKK1	4830.09 	4893.06 	4628.5 	4805.47 	4822.08 	4740.84 	4649.96 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKK2	4559.83 	4619.79 	4522.32 	4581.18 	4553.27 	4543.64 	4441.85 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKK3	4808.22 	4985.78 	4672.08 	5011.54 	4801.51 	4879.99 	4932.26 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKK4	4948.29 	4696.89 	4701.03 	4825.97 	4754.66 	4726.2 	4591.82 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKL	5384.19 	5370.6 	5263.7 	5274.91 	5286.87 	5164.26 	5165.17 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKL1	5421.22 	5479.1 	5361.99 	5346.48 	5356.37 	5275.57 	5194.12 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKL2	5310.88 	5164.13 	5080.03 	5140.32 	5154.45 	4957.26 	5109.39 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKM	5784.32 	5704.79 	5581.82 	5828.66 	5598.89 	5693.75 	5475.91 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKM5	5465.1 	5485.33 	5496.76 	5815.97 	5294.39 	5685.68 	5522.4 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKM6	5273.11 	5136.13 	5163.89 	5564.99 	5302.69 	5042.99 	5015.37 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKM7	5642.15 	5505.49 	5281.62 	5561.08 	5359.39 	5473.8 	5224.02 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKM8	6341.77 	6249.82 	6197.01 	6395.96 	6220.29 	6314.71 	5978.17 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKM9	5755.8 	5763.94 	5615.32 	5758.68 	5567.52 	5689.07 	5548.94 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKN	5460.08 	5342.63 	5063.36 	5366.58 	5079.51 	5266.57 	5037.17 	: 	: 	: 
A,RT,M,Y_GE65,A-R_V-Y,UKN0	5460.08 	5342.63 	5063.36 	5366.58 	5079.51 	5266.57 	5037.17 	: 	: 	: 
A,RT,M,Y_LT65,A-R_V-Y,AT	250.16 	243.98 	233.33 	230.52 	217.88 	213.01 	212.69 	202.47 	210.7 	221.36 
A,RT,M,Y_LT65,A-R_V-Y,AT1	267.24 	263.39 	250.93 	241.79 	228.33 	217.49 	224.76 	210.88 	220.54 	233.52 
A,RT,M,Y_LT65,A-R_V-Y,AT11	250.16 	259.34 	224.9 	242.18 	222.27 	214.54 	219.69 	200.56 	188.48 	195.57 
A,RT,M,Y_LT65,A-R_V-Y,AT12	255.09 	253.69 	233.67 	229.73 	216.85 	208.9 	210.83 	199.91 	210.19 	225.18 
A,RT,M,Y_LT65,A-R_V-Y,AT13	283.22 	273.07 	273.55 	254.23 	242.31 	226.79 	239.74 	223.43 	237.82 	249.06 
A,RT,M,Y_LT65,A-R_V-Y,AT2	243.63 	233.95 	231.62 	235.15 	217.53 	216.36 	215.73 	211.53 	222.97 	216.77 
A,RT,M,Y_LT65,A-R_V-Y,AT21	264.03 	231.92 	246.32 	237.21 	240.98 	208.27 	239.03 	217.68 	221.32 	232.09 
A,RT,M,Y_LT65,A-R_V-Y,AT22	234.03 	234.76 	224.88 	233.95 	206.7 	220.31 	205.47 	209.42 	223.68 	210.08 
A,RT,M,Y_LT65,A-R_V-Y,AT3	222.39 	214.7 	203.71 	205.85 	196.57 	193.79 	187.84 	181.11 	186.32 	202.84 
A,RT,M,Y_LT65,A-R_V-Y,AT31	229.73 	225.67 	209.8 	217.23 	204.59 	203.62 	194.18 	181.4 	192.85 	215.22 
A,RT,M,Y_LT65,A-R_V-Y,AT32	232.99 	202.67 	213.72 	204.47 	186.95 	190.38 	185.51 	191.97 	190.59 	216.22 
A,RT,M,Y_LT65,A-R_V-Y,AT33	204.68 	204.43 	193.5 	193.57 	193.09 	171.07 	182.94 	178.46 	169.79 	183.56 
A,RT,M,Y_LT65,A-R_V-Y,AT34	212.63 	208.21 	184.18 	186.63 	185.95 	202.63 	175.63 	169.95 	186.37 	172.64 
A,RT,M,Y_LT65,A-R_V-Y,BE	268.63 	256.13 	243.49 	243.02 	236.01 	227.28 	219.68 	211.61 	224.61 	215.77 
A,RT,M,Y_LT65,A-R_V-Y,BE1	263.97 	256.11 	230.81 	236.43 	229.75 	227.14 	216.1 	203.22 	247.15 	215.37 
A,RT,M,Y_LT65,A-R_V-Y,BE10	263.97 	256.11 	230.81 	236.43 	229.75 	227.14 	216.1 	203.22 	247.15 	215.37 
A,RT,M,Y_LT65,A-R_V-Y,BE2	222.21 	215.49 	202.92 	206.19 	198.3 	190.04 	179.79 	177.13 	183.49 	176.39 
A,RT,M,Y_LT65,A-R_V-Y,BE21	215.52 	203.58 	185.01 	192.32 	188.47 	177.87 	167.57 	165.74 	175.75 	169.76 
A,RT,M,Y_LT65,A-R_V-Y,BE22	191.87 	179.23 	190.64 	183.9 	175.46 	167.48 	163.36 	167 	169.01 	167.61 
A,RT,M,Y_LT65,A-R_V-Y,BE23	243.59 	236.84 	216.87 	223.55 	217.1 	207.82 	201.36 	193.1 	192.36 	184.08 
A,RT,M,Y_LT65,A-R_V-Y,BE24	206.48 	202.23 	194.39 	202.7 	187.6 	175.49 	159.39 	159.7 	174.39 	161.67 
A,RT,M,Y_LT65,A-R_V-Y,BE25	243.06 	247.07 	230.3 	226.88 	217.94 	218.03 	203.01 	198.71 	205.01 	198.27 
A,RT,M,Y_LT65,A-R_V-Y,BE3	343.36 	323.38 	313.3 	304.85 	298.11 	285.71 	286.26 	269.9 	289.03 	285.04 
A,RT,M,Y_LT65,A-R_V-Y,BE31	252.42 	222.92 	242.62 	209.07 	194.07 	203.99 	179.4 	188.79 	198.65 	167.38 
A,RT,M,Y_LT65,A-R_V-Y,BE32	394.04 	367.25 	349.31 	337.31 	346.28 	319.84 	335.63 	308.63 	335.6 	327.46 
A,RT,M,Y_LT65,A-R_V-Y,BE33	313.34 	291.19 	290.49 	292.85 	269.4 	261.27 	259.92 	246.49 	280.61 	278.05 
A,RT,M,Y_LT65,A-R_V-Y,BE34	302.73 	339.42 	300.32 	309.2 	309.57 	296.28 	259.09 	291.09 	257.28 	271.11 
A,RT,M,Y_LT65,A-R_V-Y,BE35	366.8 	346.01 	328.7 	317.05 	307.1 	307.11 	312.55 	270.23 	274.03 	290.08 
A,RT,M,Y_LT65,A-R_V-Y,BG	541.72 	523.51 	538.79 	524.82 	527.92 	514.87 	514.08 	508.26 	581.99 	672.77 
A,RT,M,Y_LT65,A-R_V-Y,BG3	554.33 	540.21 	552.51 	529.93 	547.14 	527.11 	529.2 	523.62 	599.55 	700.94 
A,RT,M,Y_LT65,A-R_V-Y,BG31	590.46 	566.31 	605.24 	558.16 	601.29 	542.83 	560.83 	563.62 	659 	779.15 
A,RT,M,Y_LT65,A-R_V-Y,BG32	535.45 	527.75 	531.56 	528.62 	532.5 	547.73 	516.74 	508.12 	614.13 	706.06 
A,RT,M,Y_LT65,A-R_V-Y,BG33	536.5 	534.78 	530.8 	520.71 	517.16 	494.81 	507.51 	502.21 	548.2 	677.64 
A,RT,M,Y_LT65,A-R_V-Y,BG34	558.21 	537.25 	548.41 	518.3 	544.9 	528.84 	534.75 	525.17 	591.15 	661.32 
A,RT,M,Y_LT65,A-R_V-Y,BG4	518.26 	496.06 	515.66 	509.38 	496.75 	491.91 	488.9 	483.74 	556.46 	635.75 
A,RT,M,Y_LT65,A-R_V-Y,BG41	525.73 	496.04 	518.5 	503.62 	493.03 	499.83 	484.68 	483.97 	561.75 	663.19 
A,RT,M,Y_LT65,A-R_V-Y,BG42	508.87 	497.2 	512.2 	518.87 	502.47 	481.23 	494.9 	484.74 	550.93 	601.45 
A,RT,M,Y_LT65,A-R_V-Y,CH	183.89 	181.4 	172.31 	174.82 	160.81 	163.48 	156.92 	149.71 	157.57 	156.83 
A,RT,M,Y_LT65,A-R_V-Y,CH0	180.3 	177.87 	168.41 	170.73 	156.96 	160.02 	152.98 	146.13 	155.13 	154.64 
A,RT,M,Y_LT65,A-R_V-Y,CH01	183.71 	186.64 	168.9 	172.6 	162.98 	159.22 	154.08 	150.93 	155.94 	149.79 
A,RT,M,Y_LT65,A-R_V-Y,CH02	194.59 	189.89 	175.36 	189.26 	174.89 	180.31 	163.6 	148.88 	164.55 	160.88 
A,RT,M,Y_LT65,A-R_V-Y,CH03	173.78 	166.03 	159.39 	168.53 	158.28 	145.84 	154.52 	142.91 	147.13 	157.59 
A,RT,M,Y_LT65,A-R_V-Y,CH04	174.77 	170.46 	161.79 	159.6 	150.42 	156.98 	141.84 	144.67 	146.94 	151.26 
A,RT,M,Y_LT65,A-R_V-Y,CH05	184.26 	179.6 	178.04 	164.27 	149.77 	155.12 	166.63 	153.48 	163.19 	168.29 
A,RT,M,Y_LT65,A-R_V-Y,CH06	157.1 	157.06 	161.15 	163.69 	134.79 	149.84 	134.66 	135.92 	143.3 	140.47 
A,RT,M,Y_LT65,A-R_V-Y,CH07	173.78 	189.36 	168.49 	154.29 	132.74 	154.96 	129.92 	130.56 	162.57 	133.48 
A,RT,M,Y_LT65,A-R_V-Y,CY	185.13 	183.17 	177.61 	189.88 	177.95 	189.7 	171.03 	187.26 	205.24 	204.77 
A,RT,M,Y_LT65,A-R_V-Y,CY0	185.13 	183.17 	177.61 	189.88 	177.95 	189.7 	171.03 	187.26 	205.24 	204.77 
A,RT,M,Y_LT65,A-R_V-Y,CY00	185.13 	183.17 	177.61 	189.88 	177.95 	189.7 	171.03 	187.26 	205.24 	204.77 
A,RT,M,Y_LT65,A-R_V-Y,CZ	359.32 	344.87 	326.62 	324.47 	310.27 	312.31 	308 	299.79 	319.5 	369.63 
A,RT,M,Y_LT65,A-R_V-Y,CZ0	356.78 	342.18 	324.01 	321.55 	307.41 	309.47 	305.56 	297.05 	317.1 	367.39 
A,RT,M,Y_LT65,A-R_V-Y,CZ01	284.68 	261.45 	263.91 	256.53 	242.23 	236.74 	231.43 	223.34 	234.82 	290.07 
A,RT,M,Y_LT65,A-R_V-Y,CZ02	341.26 	330.2 	296.55 	296.04 	286.9 	285.73 	290.46 	286.65 	281.78 	349.9 
A,RT,M,Y_LT65,A-R_V-Y,CZ03	330.06 	314 	306.75 	308.45 	279.16 	290.26 	286.75 	272.96 	296.65 	355.24 
A,RT,M,Y_LT65,A-R_V-Y,CZ04	434.79 	427.11 	381.2 	393.13 	369 	373.13 	372.36 	353.23 	379.22 	455.3 
A,RT,M,Y_LT65,A-R_V-Y,CZ05	336.17 	314.98 	309.37 	302.97 	284.55 	296.11 	286.74 	272.44 	290.99 	343.51 
A,RT,M,Y_LT65,A-R_V-Y,CZ06	333.51 	322.99 	307.08 	292.11 	284.4 	292.72 	287.75 	281.59 	304.39 	330.4 
A,RT,M,Y_LT65,A-R_V-Y,CZ07	382.49 	369.45 	339.2 	334.12 	348.44 	334.25 	334.8 	324.57 	362.71 	383.87 
A,RT,M,Y_LT65,A-R_V-Y,CZ08	425.14 	412.53 	398.97 	407.55 	383.32 	380.19 	370.39 	379.53 	402.19 	458.67 
A,RT,M,Y_LT65,A-R_V-Y,DE	265.65 	264.85 	256.98 	261.81 	256 	247.57 	249.56 	240.24 	243.01 	255.01 
A,RT,M,Y_LT65,A-R_V-Y,DE1	218.79 	213.84 	210.93 	212.2 	215.66 	204.14 	204.06 	199.24 	199.13 	208.24 
A,RT,M,Y_LT65,A-R_V-Y,DE11	213.27 	209.45 	209.83 	209.88 	214.41 	197.33 	200.84 	191.21 	199.99 	203.41 
A,RT,M,Y_LT65,A-R_V-Y,DE12	221.89 	218.53 	220.93 	218.01 	218.9 	216.82 	218.65 	216.12 	208.99 	224.55 
A,RT,M,Y_LT65,A-R_V-Y,DE13	222.95 	218.03 	200.96 	213.12 	217.44 	201.32 	200.04 	197.31 	194.87 	207.84 
A,RT,M,Y_LT65,A-R_V-Y,DE14	221.34 	211.54 	210.63 	207.53 	211.94 	203.75 	194.2 	194.76 	187.75 	195.12 
A,RT,M,Y_LT65,A-R_V-Y,DE2	238.03 	232.29 	223.07 	229.14 	218.71 	215.59 	212.48 	203.77 	212.35 	220.93 
A,RT,M,Y_LT65,A-R_V-Y,DE21	221.33 	206.23 	199.92 	203.9 	196.95 	193.73 	188.26 	181.94 	188.47 	199.46 
A,RT,M,Y_LT65,A-R_V-Y,DE22	231.88 	244.27 	245.42 	237.19 	227.39 	226.95 	232.75 	207.78 	220.38 	226.41 
A,RT,M,Y_LT65,A-R_V-Y,DE23	267.45 	260.44 	247.91 	250.74 	227.69 	233.36 	232.3 	218.13 	240.61 	238.09 
A,RT,M,Y_LT65,A-R_V-Y,DE24	274.35 	267.99 	250.96 	277.7 	255.56 	260.33 	252.05 	236.09 	242.24 	259.96 
A,RT,M,Y_LT65,A-R_V-Y,DE25	261.89 	253.75 	244.82 	262.77 	244 	231.21 	238.34 	225.17 	235.73 	247.9 
A,RT,M,Y_LT65,A-R_V-Y,DE26	221.66 	211.62 	215.35 	219.21 	213.51 	206.26 	211.38 	202.95 	204.16 	209.61 
A,RT,M,Y_LT65,A-R_V-Y,DE27	231.48 	241.19 	214.99 	217.38 	218.67 	214.37 	199 	206.31 	213.02 	218.39 
A,RT,M,Y_LT65,A-R_V-Y,DE3	283.96 	293.83 	292.66 	286.18 	274.59 	258.96 	259.81 	250.63 	265.39 	268.87 
A,RT,M,Y_LT65,A-R_V-Y,DE30	283.96 	293.83 	292.66 	286.18 	274.59 	258.96 	259.81 	250.63 	265.39 	268.87 
A,RT,M,Y_LT65,A-R_V-Y,DE4	300.46 	311.13 	284.14 	301.43 	290.2 	290.27 	284.61 	274.44 	287 	300.55 
A,RT,M,Y_LT65,A-R_V-Y,DE40	300.46 	311.13 	284.14 	301.43 	290.2 	290.27 	284.61 	274.44 	287 	300.55 
A,RT,M,Y_LT65,A-R_V-Y,DE5	323.11 	337.32 	317.55 	319.34 	306.01 	296.83 	310.29 	285.22 	322.33 	317.86 
A,RT,M,Y_LT65,A-R_V-Y,DE50	323.11 	337.32 	317.55 	319.34 	306.01 	296.83 	310.29 	285.22 	322.33 	317.86 
A,RT,M,Y_LT65,A-R_V-Y,DE6	270.02 	271.38 	270.69 	266.81 	258.99 	257.29 	242.91 	232.94 	233.93 	248.27 
A,RT,M,Y_LT65,A-R_V-Y,DE60	270.02 	271.38 	270.69 	266.81 	258.99 	257.29 	242.91 	232.94 	233.93 	248.27 
A,RT,M,Y_LT65,A-R_V-Y,DE7	240.1 	237.65 	229.6 	236.23 	221.47 	224.73 	222.29 	216.4 	220.76 	230.85 
A,RT,M,Y_LT65,A-R_V-Y,DE71	226.44 	227.45 	218.47 	222.76 	209.66 	216.23 	211.66 	204.17 	213.44 	216.84 
A,RT,M,Y_LT65,A-R_V-Y,DE72	256.98 	248.68 	236.66 	246.21 	238.82 	247.53 	237.76 	238.89 	229.48 	253.42 
A,RT,M,Y_LT65,A-R_V-Y,DE73	268.2 	260.14 	257.82 	269.65 	243.82 	233.4 	241.69 	236.31 	237.5 	256.6 
A,RT,M,Y_LT65,A-R_V-Y,DE8	350.2 	340.02 	336.23 	342.47 	337.08 	321.58 	342.56 	329.74 	325.12 	340.34 
A,RT,M,Y_LT65,A-R_V-Y,DE80	350.2 	340.02 	336.23 	342.47 	337.08 	321.58 	342.56 	329.74 	325.12 	340.34 
A,RT,M,Y_LT65,A-R_V-Y,DE9	268.97 	270.93 	265.24 	265.89 	265.32 	252.06 	260.68 	251.03 	255.36 	260.31 
A,RT,M,Y_LT65,A-R_V-Y,DE91	282.26 	282.79 	274.85 	274.13 	273.68 	268.38 	264.2 	258.54 	258.45 	266.18 
A,RT,M,Y_LT65,A-R_V-Y,DE92	270.12 	274.04 	271.91 	279.27 	276.93 	253.82 	269.84 	254.17 	258.8 	272.34 
A,RT,M,Y_LT65,A-R_V-Y,DE93	259.68 	266.48 	264.46 	254.3 	255.32 	249.97 	255.2 	247.56 	246.05 	255.83 
A,RT,M,Y_LT65,A-R_V-Y,DE94	265.98 	263.6 	254.02 	257.12 	256.91 	241.66 	254.49 	246.16 	256.82 	249.71 
A,RT,M,Y_LT65,A-R_V-Y,DEA	268.95 	267.04 	260.4 	263.25 	260.88 	247.12 	252.31 	243.59 	244.03 	255.09 
A,RT,M,Y_LT65,A-R_V-Y,DEA1	277.78 	281.93 	273.05 	272.81 	271.24 	256.39 	257.34 	256.87 	251.33 	264.55 
A,RT,M,Y_LT65,A-R_V-Y,DEA2	247.74 	247.29 	234.68 	240 	237.58 	222.81 	236.41 	229.04 	221.26 	230.69 
A,RT,M,Y_LT65,A-R_V-Y,DEA3	264.6 	255.04 	250 	258.57 	257.61 	241.87 	247.88 	233.52 	239.92 	253.58 
A,RT,M,Y_LT65,A-R_V-Y,DEA4	252.53 	243.84 	244.73 	250.03 	243.55 	238.99 	236.96 	223.45 	233.97 	237.26 
A,RT,M,Y_LT65,A-R_V-Y,DEA5	292.94 	290.56 	289.12 	287.94 	285.9 	271.17 	275.74 	261.16 	270.11 	282.65 
A,RT,M,Y_LT65,A-R_V-Y,DEB	249.51 	248.68 	240.52 	242.29 	233.74 	231.01 	242.43 	222.25 	229.22 	246.49 
A,RT,M,Y_LT65,A-R_V-Y,DEB1	260.46 	253.57 	249.13 	250.72 	242.66 	243.18 	244.81 	230.24 	235.38 	253.74 
A,RT,M,Y_LT65,A-R_V-Y,DEB2	227.21 	252.28 	245.39 	244 	218.59 	223.52 	235.35 	191.06 	234.55 	227.47 
A,RT,M,Y_LT65,A-R_V-Y,DEB3	247.13 	244.15 	232.75 	235.6 	231.2 	223.95 	242.53 	224.71 	223.34 	246.14 
A,RT,M,Y_LT65,A-R_V-Y,DEC	282.7 	303.96 	271.06 	287.31 	269.82 	271.91 	287.68 	265.01 	260.9 	269.55 
A,RT,M,Y_LT65,A-R_V-Y,DEC0	282.7 	303.96 	271.06 	287.31 	269.82 	271.91 	287.68 	265.01 	260.9 	269.55 
A,RT,M,Y_LT65,A-R_V-Y,DED	293.62 	307.1 	296.6 	307.99 	294.29 	284 	286.12 	280.16 	287.53 	315.59 
A,RT,M,Y_LT65,A-R_V-Y,DED2	284.73 	296.12 	282.52 	294.94 	281.51 	274.07 	275.97 	258.37 	274.91 	300.13 
A,RT,M,Y_LT65,A-R_V-Y,DED4	291.06 	315.08 	299.56 	316.01 	300.83 	282.25 	289.68 	293.95 	292.23 	338.7 
A,RT,M,Y_LT65,A-R_V-Y,DED5	312.87 	312.57 	314.12 	315.72 	305.34 	304.23 	298.35 	294.19 	301.09 	308.82 
