country,year,month,day,vaccines
France,2022,8,9,54573210.0
France,2022,8,10,54573880.0
France,2022,8,11,54574520.0
France,2022,8,12,54575370.0
France,2022,8,13,54575732.0
France,2022,8,14,54575810.0
France,2022,8,15,54575924.0
France,2022,8,16,54576570.0
France,2022,8,17,54577224.0
France,2022,8,18,54577860.0
France,2022,8,19,54578468.0
France,2022,8,20,54578776.0
France,2022,8,21,54578876.0
France,2022,8,22,54579460.0
France,2022,8,23,54580190.0
France,2022,8,24,54580864.0
France,2022,8,25,54581490.0
France,2022,8,26,54582350.0
France,2022,8,27,54582650.0
France,2022,8,28,54582776.0
France,2022,8,29,54583396.0
France,2022,8,30,54584252.0
France,2022,8,31,54584948.0
France,2022,9,1,54585710.0
France,2022,9,2,54586710.0
France,2022,9,3,54587132.0
France,2022,9,4,54587268.0
France,2022,9,5,54588050.0
France,2022,9,6,54588972.0
France,2022,9,7,54589684.0
France,2022,9,8,54590320.0
France,2022,9,9,54591172.0
France,2022,9,10,54591580.0
France,2022,9,11,54591704.0
France,2022,9,12,54592224.0
France,2022,9,13,54592908.0
France,2022,9,14,54593620.0
France,2022,9,15,54594200.0
France,2022,9,16,54594996.0
France,2022,9,17,54595390.0
France,2022,9,18,54595508.0
France,2022,9,19,54595990.0
France,2022,9,20,54596636.0
France,2022,9,21,54597228.0
France,2022,9,22,54597828.0
France,2022,9,23,54598668.0
France,2022,9,24,54599096.0
France,2022,9,25,54599196.0
France,2022,9,26,54599630.0
France,2022,9,27,54600250.0
France,2022,9,28,54600880.0
France,2022,9,29,54601450.0
France,2022,9,30,54602236.0
France,2022,10,1,54602664.0
France,2022,10,2,54602730.0
France,2022,10,3,54603360.0
France,2022,10,4,54604116.0
France,2022,10,5,54604724.0
France,2022,10,6,54605276.0
France,2022,10,7,54606012.0
France,2022,10,8,54606370.0
France,2022,10,9,54606476.0
France,2022,10,10,54606984.0
France,2022,10,11,54607604.0
France,2022,10,12,54608210.0
France,2022,10,13,54608836.0
France,2022,10,14,54609600.0
France,2022,10,15,54609970.0
France,2022,10,16,54610060.0
France,2022,10,17,54610500.0
France,2022,10,18,54611110.0
France,2022,10,19,54611680.0
France,2022,10,20,54612296.0
France,2022,10,21,54612988.0
France,2022,10,22,54613320.0
France,2022,10,23,54613420.0
France,2022,10,24,54613972.0
France,2022,10,25,54614570.0
France,2022,10,26,54615104.0
France,2022,10,27,54615696.0
France,2022,10,28,54616404.0
France,2022,10,29,54616664.0
France,2022,10,30,54616750.0
France,2022,10,31,54617132.0
France,2022,11,1,54617268.0
France,2022,11,2,54617796.0
France,2022,11,3,54618440.0
France,2022,11,4,54619100.0
France,2022,11,5,54619356.0
France,2022,11,6,54619450.0
France,2022,11,7,54620012.0
France,2022,11,8,54620700.0
France,2022,11,9,54621236.0
France,2022,11,10,54621868.0
France,2022,11,11,54621948.0
France,2022,11,12,54622160.0
France,2022,11,13,54622230.0
France,2022,11,14,54622690.0
France,2022,11,15,54623310.0
France,2022,11,16,54623884.0
France,2022,11,17,54624460.0
France,2022,11,18,54625090.0
France,2022,11,19,54625356.0
France,2022,11,20,54625436.0
France,2022,11,21,54625870.0
France,2022,11,22,54626416.0
France,2022,11,23,54626892.0
France,2022,11,24,54627410.0
France,2022,11,25,54627990.0
France,2022,11,26,54628292.0
France,2022,11,27,54628364.0
France,2022,11,28,54628784.0
France,2022,11,29,54629290.0
France,2022,11,30,54629796.0
France,2022,12,1,54630364.0
France,2022,12,2,54631010.0
France,2022,12,3,54631316.0
France,2022,12,4,54631412.0
France,2022,12,5,54631904.0
France,2022,12,6,54632550.0
France,2022,12,7,54633110.0
France,2022,12,8,54633724.0
France,2022,12,9,54634508.0
France,2022,12,10,54634920.0
France,2022,12,11,54635052.0
France,2022,12,12,54635576.0
France,2022,12,13,54636292.0
France,2022,12,14,54636890.0
France,2022,12,15,54637550.0
France,2022,12,16,54638380.0
France,2022,12,17,54638730.0
France,2022,12,18,54638820.0
France,2022,12,19,54639412.0
France,2022,12,20,54640160.0
France,2022,12,21,54640764.0
France,2022,12,22,54641412.0
France,2022,12,23,54641892.0
France,2022,12,24,54642000.0
France,2022,12,25,54642030.0
France,2022,12,26,54642400.0
France,2022,12,27,54642944.0
France,2022,12,28,54643424.0
France,2022,12,29,54643852.0
France,2022,12,30,54644316.0
France,2022,12,31,54644456.0
France,2023,1,1,54644480.0
France,2023,1,2,54645404.0
France,2023,1,3,54646080.0
France,2023,1,4,54646628.0
France,2023,1,5,54647296.0
France,2023,1,6,54648052.0
France,2023,1,7,54648400.0
France,2023,1,8,54648508.0
France,2023,1,9,54649092.0
France,2023,1,10,54649710.0
France,2023,1,11,54650216.0
France,2023,1,12,54650828.0
France,2023,1,13,54651628.0
France,2023,1,14,54651984.0
France,2023,1,15,54652080.0
France,2023,1,16,54652508.0
France,2023,1,17,54653012.0
France,2023,1,18,54653484.0
France,2023,1,19,54653988.0
France,2023,1,20,54654624.0
France,2023,1,21,54654890.0
France,2023,1,22,54654936.0
France,2023,1,23,54655256.0
France,2023,1,24,54655736.0
France,2023,1,25,54656144.0
France,2023,1,26,54656580.0
France,2023,1,27,54657108.0
France,2023,1,28,54657344.0
France,2023,1,29,54657388.0
France,2023,1,30,54657750.0
France,2023,1,31,54658180.0
France,2023,2,1,54658590.0
France,2023,2,2,54658960.0
France,2023,2,3,54659444.0
France,2023,2,4,54659644.0
France,2023,2,5,54659668.0
France,2023,2,6,54659984.0
France,2023,2,7,54660332.0
France,2023,2,8,54660636.0
France,2023,2,9,54660976.0
France,2023,2,10,54661440.0
France,2023,2,11,54661612.0
France,2023,2,12,54661656.0
France,2023,2,13,54661904.0
France,2023,2,14,54662204.0
France,2023,2,15,54662496.0
France,2023,2,16,54662764.0
France,2023,2,17,54663136.0
France,2023,2,18,54663296.0
France,2023,2,19,54663336.0
France,2023,2,20,54663584.0
France,2023,2,21,54663856.0
France,2023,2,22,54664100.0
France,2023,2,23,54664330.0
France,2023,2,24,54664616.0
France,2023,2,25,54664744.0
France,2023,2,26,54664764.0
France,2023,2,27,54664976.0
France,2023,2,28,54665250.0
France,2023,3,1,54665470.0
France,2023,3,2,54665696.0
France,2023,3,3,54666030.0
France,2023,3,4,54666160.0
France,2023,3,5,54666184.0
France,2023,3,6,54666412.0
France,2023,3,7,54666604.0
France,2023,3,8,54666764.0
France,2023,3,9,54666936.0
France,2023,3,10,54667260.0
France,2023,3,11,54667384.0
France,2023,3,12,54667396.0
France,2023,3,13,54667544.0
France,2023,3,14,54667740.0
France,2023,3,15,54667900.0
France,2023,3,16,54668076.0
France,2023,3,17,54668356.0
France,2023,3,18,54668480.0
France,2023,3,19,54668500.0
France,2023,3,20,54668652.0
France,2023,3,21,54668864.0
France,2023,3,22,54669060.0
France,2023,3,23,54669224.0
France,2023,3,24,54669468.0
France,2023,3,25,54669596.0
France,2023,3,26,54669610.0
France,2023,3,27,54669836.0
France,2023,3,28,54670024.0
France,2023,3,29,54670190.0
France,2023,3,30,54670388.0
France,2023,3,31,54670600.0
France,2023,4,1,54670710.0
France,2023,4,2,54670720.0
France,2023,4,3,54670904.0
France,2023,4,4,54671036.0
France,2023,4,5,54671136.0
France,2023,4,6,54671290.0
France,2023,4,7,54671484.0
France,2023,4,8,54671550.0
France,2023,4,9,54671560.0
France,2023,4,10,54671572.0
France,2023,4,11,54671696.0
France,2023,4,12,54671828.0
France,2023,4,13,54671936.0
France,2023,4,14,54672136.0
France,2023,4,15,54672216.0
France,2023,4,16,54672230.0
France,2023,4,17,54672344.0
France,2023,4,18,54672492.0
France,2023,4,19,54672600.0
France,2023,4,20,54672708.0
France,2023,4,21,54672856.0
France,2023,4,22,54672910.0
France,2023,4,23,54672916.0
France,2023,4,24,54673052.0
France,2023,4,25,54673172.0
France,2023,4,26,54673276.0
France,2023,4,27,54673412.0
France,2023,4,28,54673604.0
France,2023,4,29,54673690.0
France,2023,4,30,54673692.0
France,2023,5,1,54673708.0
France,2023,5,2,54673910.0
France,2023,5,3,54674056.0
France,2023,5,4,54674148.0
France,2023,5,5,54674276.0
France,2023,5,6,54674344.0
France,2023,5,7,54674350.0
France,2023,5,8,54674372.0
France,2023,5,9,54674460.0
France,2023,5,10,54674572.0
France,2023,5,11,54674656.0
France,2023,5,12,54674750.0
France,2023,5,13,54674804.0
France,2023,5,14,54674820.0
France,2023,5,15,54674884.0
France,2023,5,16,54674972.0
France,2023,5,17,54675070.0
France,2023,5,18,54675076.0
France,2023,5,19,54675150.0
France,2023,5,20,54675196.0
France,2023,5,21,54675210.0
France,2023,5,22,54675296.0
France,2023,5,23,54675344.0
France,2023,5,24,54675416.0
France,2023,5,25,54675496.0
France,2023,5,26,54675588.0
France,2023,5,27,54675624.0
France,2023,5,28,54675628.0
France,2023,5,29,54675630.0
France,2023,5,30,54675730.0
France,2023,5,31,54675804.0
France,2023,6,1,54675880.0
France,2023,6,2,54675950.0
France,2023,6,3,54675980.0
France,2023,6,4,54675984.0
France,2023,6,5,54676096.0
France,2023,6,6,54676190.0
France,2023,6,7,54676256.0
France,2023,6,8,54676336.0
France,2023,6,9,54676410.0
France,2023,6,10,54676440.0
France,2023,6,11,54676444.0
France,2023,6,12,54676484.0
France,2023,6,13,54676550.0
France,2023,6,14,54676600.0
France,2023,6,15,54676656.0
France,2023,6,16,54676730.0
France,2023,6,17,54676748.0
France,2023,6,18,54676750.0
France,2023,6,19,54676810.0
France,2023,6,20,54676910.0
France,2023,6,21,54676956.0
France,2023,6,22,54677012.0
France,2023,6,23,54677092.0
France,2023,6,24,54677104.0
France,2023,6,25,54677108.0
France,2023,6,26,54677156.0
France,2023,6,27,54677228.0
France,2023,6,28,54677276.0
France,2023,6,29,54677308.0
France,2023,6,30,54677350.0
France,2023,7,1,54677388.0
France,2023,7,2,54677388.0
France,2023,7,3,54677450.0
France,2023,7,4,54677490.0
France,2023,7,5,54677536.0
France,2023,7,6,54677584.0
France,2023,7,7,54677636.0
France,2023,7,8,54677656.0
France,2023,7,9,54677656.0
France,2023,7,10,54677680.0
French Polynesia,2021,2,2,2133.0
French Polynesia,2021,2,10,3196.0
French Polynesia,2021,2,16,4628.0
French Polynesia,2021,2,17,4889.0
French Polynesia,2021,2,23,5930.0
French Polynesia,2021,3,1,6596.0
French Polynesia,2021,3,2,6773.0
French Polynesia,2021,3,9,8018.0
French Polynesia,2021,3,16,13358.0
French Polynesia,2021,3,23,17563.0
French Polynesia,2021,3,30,22648.0
French Polynesia,2021,4,7,25565.0
French Polynesia,2021,4,13,30082.0
French Polynesia,2021,4,20,33625.0
French Polynesia,2021,4,27,39107.0
French Polynesia,2021,5,4,44541.0
French Polynesia,2021,5,11,49707.0
French Polynesia,2021,5,18,51856.0
French Polynesia,2021,5,25,55606.0
French Polynesia,2021,6,1,57743.0
French Polynesia,2021,6,8,63204.0
French Polynesia,2021,6,15,64749.0
French Polynesia,2021,6,21,67913.0
French Polynesia,2021,6,29,71242.0
French Polynesia,2021,7,13,75504.0
French Polynesia,2021,7,20,79201.0
French Polynesia,2021,7,27,83210.0
French Polynesia,2021,8,2,87758.0
French Polynesia,2021,8,9,96949.0
French Polynesia,2021,8,16,108287.0
French Polynesia,2021,8,23,119413.0
French Polynesia,2021,8,31,133302.0
French Polynesia,2021,9,7,142109.0
French Polynesia,2021,9,14,146890.0
French Polynesia,2021,9,21,150277.0
French Polynesia,2021,9,28,152157.0
French Polynesia,2021,10,5,153079.0
French Polynesia,2021,10,12,154058.0
French Polynesia,2021,10,18,155290.0
French Polynesia,2021,10,25,156445.0
French Polynesia,2021,11,1,157343.0
French Polynesia,2021,11,15,159343.0
French Polynesia,2021,11,22,161102.0
French Polynesia,2021,11,30,162831.0
French Polynesia,2021,12,6,165041.0
French Polynesia,2021,12,13,167068.0
French Polynesia,2021,12,20,169995.0
French Polynesia,2022,1,4,173773.0
French Polynesia,2022,1,18,176934.0
French Polynesia,2022,2,7,181271.0
French Polynesia,2022,2,14,182726.0
French Polynesia,2022,2,21,183320.0
French Polynesia,2022,2,28,183875.0
French Polynesia,2022,3,7,183990.0
French Polynesia,2022,3,14,186020.0
French Polynesia,2022,3,21,186177.0
French Polynesia,2022,3,28,186250.0
French Polynesia,2022,4,4,186503.0
French Polynesia,2022,4,11,186582.0
French Polynesia,2022,4,18,186674.0
French Polynesia,2022,4,25,186801.0
French Polynesia,2022,5,2,186904.0
French Polynesia,2022,5,9,187043.0
French Polynesia,2022,5,16,187478.0
French Polynesia,2022,5,23,188352.0
French Polynesia,2022,8,8,188352.0
French Polynesia,2022,8,15,188352.0
French Polynesia,2022,10,31,190155.0
French Polynesia,2022,11,21,190765.0
French Polynesia,2023,1,31,190908.0
French Polynesia,2023,5,1,190908.0
Gabon,2021,3,22,0.0
Gabon,2021,3,31,301.0
Gabon,2021,4,2,2433.0
Gabon,2021,4,9,3925.0
Gabon,2021,4,14,4853.0
Gabon,2021,4,16,5362.0
Gabon,2021,4,19,5765.0
Gabon,2021,4,21,6358.0
Gabon,2021,4,23,6895.0
Gabon,2021,4,30,8035.0
Gabon,2021,5,5,8515.0
Gabon,2021,5,17,10670.0
Gabon,2021,5,29,14352.0
Gabon,2021,6,5,14352.0
Gabon,2021,6,9,19755.0
Gabon,2021,6,11,22132.0
Gabon,2021,6,12,23260.0
Gabon,2021,6,23,37888.0
Gabon,2021,6,30,38496.0
Gabon,2021,7,5,42022.0
Gabon,2021,7,12,45968.0
Gabon,2021,7,19,50227.0
Gabon,2021,7,24,52830.0
Gabon,2021,8,3,59315.0
Gabon,2021,8,5,61457.0
Gabon,2021,8,9,65709.0
Gabon,2021,8,12,71867.0
Gabon,2021,8,20,74720.0
Gabon,2021,8,25,77761.0
Gabon,2021,9,3,84214.0
Gabon,2021,9,16,100263.0
Gabon,2021,9,22,100884.0
Gabon,2021,9,30,102256.0
Gabon,2021,10,7,105903.0
Gabon,2021,10,14,120033.0
Gabon,2021,10,21,125804.0
Gabon,2021,10,29,125912.0
Gabon,2021,11,1,128226.0
Gabon,2021,11,4,132383.0
Gabon,2021,11,8,138880.0
Gabon,2021,11,10,143136.0
Gabon,2021,11,15,148798.0
Gabon,2021,11,22,161795.0
Gabon,2021,11,24,166353.0
Gabon,2021,12,4,186639.0
Gabon,2021,12,13,219775.0
Gabon,2022,1,16,277616.0
Gabon,2022,3,17,297308.0
Gabon,2022,3,24,298245.0
Gabon,2022,4,26,300192.0
Gabon,2022,5,1,300871.0
Gabon,2022,5,22,308235.0
Gabon,2022,5,29,308235.0
Gabon,2022,6,5,308489.0
Gabon,2022,6,19,308745.0
Gabon,2022,6,26,308857.0
Gabon,2022,7,10,309473.0
Gabon,2022,8,14,310170.0
Gabon,2022,9,18,310579.0
Gabon,2022,10,30,310842.0
Gabon,2022,11,27,311040.0
Gabon,2023,2,5,311244.0
Gambia,2021,3,9,0.0
Gambia,2021,3,28,5345.0
Gambia,2021,4,6,12674.0
Gambia,2021,4,9,16735.0
Gambia,2021,4,24,20922.0
Gambia,2021,5,5,24659.0
Gambia,2021,5,9,25445.0
Gambia,2021,5,11,25776.0
Gambia,2021,5,31,29148.0
Gambia,2021,6,8,30421.0
Gambia,2021,6,23,30688.0
Gambia,2021,6,30,31150.0
Gambia,2021,7,15,31254.0
Gambia,2021,8,23,170794.0
Gambia,2021,8,25,173810.0
Gambia,2021,8,28,175095.0
Gambia,2021,8,29,175355.0
Gambia,2021,8,31,177168.0
Gambia,2021,9,3,178634.0
Gambia,2021,9,7,179910.0
Gambia,2021,9,21,183739.0
Gambia,2021,9,29,184817.0
Gambia,2021,10,19,214880.0
Gambia,2021,10,22,226927.0
Gambia,2021,10,26,230412.0
Gambia,2021,10,31,234467.0
Gambia,2021,11,6,236070.0
Gambia,2021,11,14,236470.0
Gambia,2021,11,21,236834.0
Gambia,2021,12,2,239974.0
Gambia,2021,12,11,242172.0
Gambia,2021,12,14,245081.0
Gambia,2021,12,28,263056.0
Gambia,2022,1,21,317855.0
Gambia,2022,2,16,330027.0
Gambia,2022,5,15,378743.0
Gambia,2022,5,22,449464.0
Gambia,2022,6,19,449464.0
Gambia,2022,8,7,452514.0
Gambia,2022,11,6,548701.0
Gambia,2023,3,19,674314.0
Georgia,2021,3,14,0.0
Georgia,2021,3,29,4924.0
Georgia,2021,3,31,7822.0
Georgia,2021,4,5,11603.0
Georgia,2021,4,7,15693.0
Georgia,2021,4,9,17261.0
Georgia,2021,4,10,18287.0
Georgia,2021,4,12,20622.0
Georgia,2021,4,13,22090.0
Georgia,2021,4,14,23493.0
Georgia,2021,4,15,24917.0
Georgia,2021,4,16,26427.0
Georgia,2021,4,17,27654.0
Georgia,2021,4,19,30209.0
Georgia,2021,4,20,31019.0
Georgia,2021,4,21,31911.0
Georgia,2021,4,22,33337.0
Georgia,2021,4,23,34897.0
Georgia,2021,4,26,35666.0
Georgia,2021,4,27,36473.0
Georgia,2021,4,28,37404.0
Georgia,2021,4,29,38350.0
Georgia,2021,4,30,39274.0
Georgia,2021,5,5,40940.0
Georgia,2021,5,6,43727.0
Georgia,2021,5,7,45987.0
Georgia,2021,5,8,49021.0
Georgia,2021,5,10,51595.0
Georgia,2021,5,11,55632.0
Georgia,2021,5,12,59195.0
Georgia,2021,5,13,64259.0
Georgia,2021,5,14,67569.0
Georgia,2021,5,15,71338.0
Georgia,2021,5,17,74617.0
Georgia,2021,5,18,78228.0
Georgia,2021,5,19,81640.0
Georgia,2021,5,20,85541.0
Georgia,2021,5,21,89353.0
Georgia,2021,5,22,93072.0
Georgia,2021,5,24,96445.0
Georgia,2021,5,25,100490.0
Georgia,2021,5,26,103745.0
Georgia,2021,5,27,106209.0
Georgia,2021,5,28,108979.0
Georgia,2021,5,29,109995.0
Georgia,2021,5,31,112813.0
Georgia,2021,6,1,113248.0
Georgia,2021,6,2,115473.0
Georgia,2021,6,3,117758.0
Georgia,2021,6,4,121136.0
Georgia,2021,6,5,122936.0
Georgia,2021,6,7,125596.0
Georgia,2021,6,8,127490.0
Georgia,2021,6,9,130244.0
Georgia,2021,6,10,132734.0
Georgia,2021,6,11,135799.0
Georgia,2021,6,12,138482.0
Georgia,2021,6,14,141205.0
Georgia,2021,6,15,142966.0
Georgia,2021,6,16,144727.0
Georgia,2021,6,17,146661.0
Georgia,2021,6,18,148722.0
Georgia,2021,6,19,150684.0
Georgia,2021,6,21,152221.0
Georgia,2021,6,22,153464.0
Georgia,2021,6,23,155320.0
Georgia,2021,6,24,156626.0
Georgia,2021,6,25,157675.0
Georgia,2021,6,26,158739.0
Georgia,2021,6,28,159997.0
Georgia,2021,6,29,160999.0
Georgia,2021,6,30,161580.0
Georgia,2021,7,2,161965.0
Georgia,2021,7,5,162115.0
Georgia,2021,7,6,165433.0
Georgia,2021,7,7,168047.0
Georgia,2021,7,8,172042.0
Georgia,2021,7,9,175504.0
Georgia,2021,7,22,255047.0
Georgia,2021,7,25,264583.0
Georgia,2021,7,26,276144.0
Georgia,2021,7,27,288573.0
Georgia,2021,7,29,311747.0
Georgia,2021,7,31,323837.0
Georgia,2021,8,1,345238.0
Georgia,2021,8,3,370731.0
Georgia,2021,8,4,386614.0
Georgia,2021,8,5,400732.0
Georgia,2021,8,6,417214.0
Georgia,2021,8,7,431894.0
Georgia,2021,8,8,444124.0
Georgia,2021,8,9,460763.0
Georgia,2021,8,10,478164.0
Georgia,2021,8,11,497752.0
Georgia,2021,8,12,516300.0
Georgia,2021,8,13,538646.0
Georgia,2021,8,14,554714.0
Georgia,2021,8,16,586608.0
Georgia,2021,8,18,625267.0
Georgia,2021,8,19,640703.0
Georgia,2021,8,22,675978.0
Georgia,2021,8,23,685448.0
Georgia,2021,8,24,719380.0
Georgia,2021,8,25,734112.0
Georgia,2021,8,26,749754.0
Georgia,2021,8,28,771055.0
Georgia,2021,8,29,780948.0
Georgia,2021,8,31,802083.0
Georgia,2021,9,1,813601.0
Georgia,2021,9,2,822287.0
Georgia,2021,9,4,838356.0
Georgia,2021,9,5,845420.0
Georgia,2021,9,6,850868.0
Georgia,2021,9,7,856956.0
Georgia,2021,9,10,879384.0
Georgia,2021,9,12,902457.0
Georgia,2021,9,14,914222.0
Georgia,2021,9,16,935094.0
Georgia,2021,9,19,947477.0
Georgia,2021,9,20,952219.0
Georgia,2021,9,21,956417.0
Georgia,2021,9,22,960081.0
Georgia,2021,9,23,963663.0
Georgia,2021,9,25,967441.0
Georgia,2021,9,26,971836.0
Georgia,2021,9,27,975028.0
Georgia,2021,9,28,978640.0
Georgia,2021,10,2,988358.0
Georgia,2021,10,3,989294.0
Georgia,2021,10,4,991141.0
Georgia,2021,10,6,993154.0
Georgia,2021,10,9,998444.0
Georgia,2021,10,10,1000785.0
Georgia,2021,10,11,1002488.0
Georgia,2021,10,13,1004298.0
Georgia,2021,10,14,1007528.0
Georgia,2021,10,19,1013828.0
Georgia,2021,11,3,1044106.0
Georgia,2021,11,4,1046643.0
Georgia,2021,11,6,1051715.0
Georgia,2021,11,7,1052398.0
Georgia,2021,11,8,1055792.0
Georgia,2021,11,9,1060937.0
Georgia,2021,11,11,1070966.0
Georgia,2021,11,12,1076629.0
Georgia,2021,11,13,1080219.0
Georgia,2021,11,15,1088007.0
Georgia,2021,11,16,1094581.0
Georgia,2021,11,17,1100474.0
Georgia,2021,11,19,1111828.0
Georgia,2021,11,21,1116946.0
Georgia,2021,11,22,1124753.0
Georgia,2021,11,23,1128312.0
Georgia,2021,11,25,1144402.0
Georgia,2021,11,28,1160258.0
Georgia,2021,12,1,1175379.0
Georgia,2021,12,3,1210371.0
Georgia,2021,12,5,1219086.0
Georgia,2021,12,6,1227371.0
Georgia,2021,12,7,1235785.0
Georgia,2021,12,8,1243023.0
Georgia,2021,12,10,1257362.0
Georgia,2021,12,12,1264271.0
Georgia,2021,12,13,1271145.0
Georgia,2021,12,14,1278845.0
Georgia,2021,12,15,1285859.0
Georgia,2021,12,16,1292233.0
Georgia,2021,12,17,1297825.0
Georgia,2021,12,18,1302517.0
Georgia,2021,12,19,1304199.0
Georgia,2021,12,20,1311371.0
Georgia,2021,12,21,1318493.0
Georgia,2021,12,23,1324234.0
Georgia,2021,12,24,1330278.0
Georgia,2021,12,26,1341907.0
Georgia,2021,12,28,1355604.0
Georgia,2021,12,30,1363896.0
Georgia,2022,1,3,1367568.0
Georgia,2022,1,4,1371424.0
Georgia,2022,1,5,1375669.0
Georgia,2022,1,6,1380202.0
Georgia,2022,1,8,1383725.0
Georgia,2022,1,10,1391302.0
Georgia,2022,1,11,1398226.0
Georgia,2022,1,12,1404616.0
Georgia,2022,1,13,1409716.0
Georgia,2022,1,15,1418512.0
Georgia,2022,1,16,1420593.0
Georgia,2022,1,17,1426881.0
Georgia,2022,1,18,1433221.0
Georgia,2022,1,19,1435511.0
Georgia,2022,1,20,1440577.0
Georgia,2022,1,21,1445627.0
Georgia,2022,1,22,1449630.0
Georgia,2022,1,24,1450936.0
Georgia,2022,1,25,1457447.0
Georgia,2022,1,26,1463776.0
Georgia,2022,1,27,1478388.0
Georgia,2022,1,29,1486390.0
Georgia,2022,1,30,1493168.0
Georgia,2022,1,31,1500847.0
Georgia,2022,2,1,1507224.0
Georgia,2022,2,2,1512441.0
Georgia,2022,2,3,1516856.0
Georgia,2022,2,4,1520802.0
Georgia,2022,2,5,1523304.0
Georgia,2022,2,7,1527408.0
Georgia,2022,2,8,1530349.0
Georgia,2022,2,9,1533758.0
Georgia,2022,2,10,1536488.0
Georgia,2022,2,12,1541389.0
Georgia,2022,2,13,1541916.0
Georgia,2022,2,14,1544802.0
Georgia,2022,2,16,1550088.0
Georgia,2022,2,17,1552526.0
Georgia,2022,2,18,1554984.0
Georgia,2022,2,19,1556385.0
Georgia,2022,2,20,1556751.0
Georgia,2022,2,21,1558946.0
Georgia,2022,2,22,1561747.0
Georgia,2022,2,24,1566334.0
Georgia,2022,2,25,1568835.0
Georgia,2022,2,26,1570101.0
Georgia,2022,2,27,1570559.0
Georgia,2022,2,28,1573695.0
Georgia,2022,3,1,1574673.0
Georgia,2022,3,2,1575509.0
Georgia,2022,3,3,1575650.0
Georgia,2022,3,4,1576476.0
Georgia,2022,3,5,1577043.0
Georgia,2022,3,6,1577303.0
Georgia,2022,3,7,1578207.0
Georgia,2022,3,9,1579088.0
Georgia,2022,3,10,1580100.0
Georgia,2022,3,11,1581194.0
Georgia,2022,3,12,1581724.0
Georgia,2022,3,13,1581848.0
Georgia,2022,3,14,1583158.0
Georgia,2022,3,15,1584483.0
Georgia,2022,3,17,1586779.0
Georgia,2022,3,18,1588045.0
Georgia,2022,3,19,1588656.0
Georgia,2022,3,20,1588805.0
Georgia,2022,3,21,1590170.0
Georgia,2022,3,22,1591766.0
Georgia,2022,3,23,1593315.0
Georgia,2022,3,24,1594941.0
Georgia,2022,3,25,1596314.0
Georgia,2022,3,26,1597206.0
Georgia,2022,3,27,1597391.0
Georgia,2022,3,29,1600698.0
Georgia,2022,3,30,1602449.0
Georgia,2022,3,31,1604062.0
Georgia,2022,4,3,1604649.0
Georgia,2022,4,4,1605078.0
Georgia,2022,4,5,1605253.0
Georgia,2022,4,6,1605671.0
Georgia,2022,4,7,1606217.0
Georgia,2022,4,8,1606864.0
Georgia,2022,4,9,1607133.0
Georgia,2022,4,10,1607267.0
Georgia,2022,4,11,1608239.0
Georgia,2022,4,12,1609063.0
Georgia,2022,4,13,1609803.0
Georgia,2022,4,14,1610614.0
Georgia,2022,4,17,1611753.0
Georgia,2022,4,18,1612518.0
Georgia,2022,4,20,1613085.0
Georgia,2022,4,21,1614528.0
Georgia,2022,4,28,1616382.0
Georgia,2022,4,30,1618407.0
Georgia,2022,5,2,1618823.0
Georgia,2022,5,3,1619334.0
Georgia,2022,5,6,1620575.0
Georgia,2022,5,8,1621087.0
Georgia,2022,5,15,1622702.0
Georgia,2022,5,24,1624576.0
Georgia,2022,5,31,1626086.0
Georgia,2022,6,7,1627489.0
Georgia,2022,6,14,1628928.0
Georgia,2022,6,21,1630125.0
Georgia,2022,6,28,1631237.0
Georgia,2022,7,12,1635409.0
Georgia,2022,7,19,1637529.0
Georgia,2022,7,26,1639970.0
Georgia,2022,8,23,1645776.0
Georgia,2022,10,13,1654504.0
Germany,2020,12,27,24427.0
Germany,2020,12,28,42500.0
Germany,2020,12,29,92729.0
Germany,2020,12,30,156942.0
Germany,2020,12,31,206927.0
Germany,2021,1,1,232650.0
Germany,2021,1,2,280485.0
Germany,2021,1,3,303099.0
Germany,2021,1,4,349461.0
Germany,2021,1,5,401983.0
Germany,2021,1,6,465111.0
Germany,2021,1,7,520032.0
Germany,2021,1,8,582938.0
Germany,2021,1,9,643542.0
Germany,2021,1,10,679400.0
Germany,2021,1,11,748203.0
Germany,2021,1,12,827568.0
Germany,2021,1,13,940046.0
Germany,2021,1,14,1024225.0
Germany,2021,1,15,1115190.0
Germany,2021,1,16,1172071.0
Germany,2021,1,17,1202842.0
Germany,2021,1,18,1270404.0
Germany,2021,1,19,1354240.0
Germany,2021,1,20,1433270.0
Germany,2021,1,21,1497811.0
Germany,2021,1,22,1566622.0
Germany,2021,1,23,1607407.0
Germany,2021,1,24,1633116.0
Germany,2021,1,25,1685482.0
Germany,2021,1,26,1736717.0
Germany,2021,1,27,1787890.0
Germany,2021,1,28,1834920.0
Germany,2021,1,29,1884809.0
Germany,2021,1,30,1919500.0
Germany,2021,1,31,1945323.0
Germany,2021,2,1,2003727.0
Germany,2021,2,2,2069261.0
Germany,2021,2,3,2133959.0
Germany,2021,2,4,2196183.0
Germany,2021,2,5,2265619.0
Germany,2021,2,6,2311242.0
Germany,2021,2,7,2339550.0
Germany,2021,2,8,2392578.0
Germany,2021,2,9,2452895.0
Germany,2021,2,10,2530738.0
Germany,2021,2,11,2606501.0
Germany,2021,2,12,2686854.0
Germany,2021,2,13,2748952.0
